date,hour,month,day_of_week,week_num,receipt_number,sku,details,brand_name,product_category,size,quantity,subtotal,sales_tax,total,retail_price,has_discount
2026-05-02,13,5,Saturday,18,368,10007836,B. Right Pink Rose Strapless Dress / Size S,B. Right,Dress,S,1.0,37.99,3.51408,41.50408,37.99,True
2026-05-02,13,5,Saturday,18,368,10008332,SincerelyJules/GreenlaceDress/SizeXS,Sincerely Jules,Dress,XS,1.0,27.99,2.58908,30.57908,27.99,True
2026-05-02,13,5,Saturday,18,368,10007584,Paddle & Saddle Brown VINTAGE SL Jumpsuit,Paddle & Saddle,Romper/Jumpsuit,,1.0,59.99,5.54908,65.53908,59.99,True
2026-05-02,13,5,Saturday,18,367,10007973,Boden Green LS Top 10,,Top,,1.0,19.0,1.7575,20.7575,19.0,False
2026-05-02,13,5,Saturday,18,366,10008112,Loft knit tanktop/m,Loft,Sweater/Cardigan,M,1.0,24.99,2.31158,27.30158,24.99,False
2026-05-02,13,5,Saturday,18,365,10003892,RalphLauren Pink Tee/Size M,Ralph Lauren Sport,Top,M,1.0,35.99,3.32908,39.31908,35.99,False
2026-05-02,13,5,Saturday,18,365,10002327,Coca ColaTee Shirt_Pr / Red / M / 12.69,Coca Cola,Top,,1.0,14.99,1.38658,16.37658,14.99,False
2026-05-02,11,5,Saturday,18,364,10005896,Griffen Blue Cashmere Sweater / Size M,Griffen,Sweater/Cardigan,M,1.0,29.99,2.77408,32.76408,29.99,True
2026-05-02,11,5,Saturday,18,363,10007089,Margo Paige Clear Purse,Margo Paige,Accessories,,1.0,15.99,1.47908,17.46908,15.99,False
2026-05-01,20,5,Friday,18,362,10005058,Cable Top/ Pink/ Size M,Unknown,Top,M,1.0,16.99,1.57158,18.56158,16.99,True
2026-05-01,20,5,Friday,18,362,10008195,Maeve Apple Tee / Size Small,Maeve,Top,S,1.0,27.99,2.58908,30.57908,27.99,True
2026-05-01,20,5,Friday,18,362,10006720,Lou & Grey Multicolor Striped Top / Size M,Lou X Grey by Loft,Top,M,1.0,19.99,1.84908,21.83908,19.99,True
2026-05-01,20,5,Friday,18,362,10004968,Nirvana Band Tshirt / Size S,Nirvana,Top,S,1.0,21.99,2.03408,24.02408,21.99,True
2026-05-01,20,5,Friday,18,361,10008024,XCVI Green SL Top / Size XS,Xcvi,Top,XS,1.0,19.0,1.7575,20.7575,19.0,False
2026-05-01,20,5,Friday,18,361,10005929,Ann Taylor Brown SS Cover Up / Size 2,Ann Taylor,Top,2,1.0,22.99,2.12658,25.11658,22.99,False
2026-05-01,20,5,Friday,18,361,10004620,Claudia Strater Green & Gold Dress / Size XL,Claudia Strater,Dress,XL,1.0,45.99,4.25408,50.24408,45.99,False
2026-05-01,20,5,Friday,18,360,10008062,KennethC/BrownPurse,Kenneth Cole,Accessories,,1.0,19.99,1.84908,21.83908,19.99,False
2026-05-01,20,5,Friday,18,360,10008063,KennethC/GreyPurse,Kenneth Cole,Accessories,,1.0,22.99,2.12658,25.11658,22.99,False
2026-05-01,20,5,Friday,18,360,10007786,The Limited Beige SL Dress / Size 2,The Limited,Dress,2,1.0,24.99,2.31158,27.30158,24.99,False
2026-05-01,20,5,Friday,18,360,10007868,Calvin K Gray Silk Tank / Size XS,Calvin Klein,Top,XS,1.0,24.99,2.31158,27.30158,24.99,False
2026-05-01,20,5,Friday,18,360,10005003,Live in the Moment Beige SL Crop Top / Size S,Live in the Moment,Top,S,1.0,11.99,1.10908,13.09908,11.99,False
2026-05-01,19,5,Friday,18,359,10007052,Inc Silver Heels/Size 10,Inc,Top,10,1.0,15.99,1.47908,17.46908,15.99,False
2026-05-01,19,5,Friday,18,358,10006315,Wild Fable Orange Crop Top/ Size XS,Wild Fable,Top,XS,1.0,10.99,1.01658,12.00658,10.99,False
2026-05-01,19,5,Friday,18,358,10008323,WildFable/OrangeHalterTop/SizeXS,Wild Fable,Top,XS,1.0,11.99,1.10908,13.09908,11.99,False
2026-05-01,18,5,Friday,18,357,10005979,Ava James Dark Blue Blouse / Size S,Ava James,Top,S,1.0,28.99,2.68158,31.67158,28.99,False
2026-05-01,18,5,Friday,18,357,10005619,Loft Dark Blue Tank w White Stars / Size M,Loft,Top,M,1.0,15.99,1.47908,17.46908,15.99,False
2026-05-01,18,5,Friday,18,356,10007357,Kenzie Black SL Dress / Size S,Kenzie,Dress,S,1.0,25.99,2.40408,28.39408,25.99,False
2026-05-01,18,5,Friday,18,355,10007733,SincerelyJules/WhiCropCoverHoodie/SizeL,Sincerely Jules,Other,L,1.0,17.99,1.66408,19.65408,17.99,False
2026-05-01,18,5,Friday,18,354,10005342,unkown/dress/red/m,Unknown,Dress,M,1.0,25.99,2.40408,28.39408,25.99,False
2026-05-01,15,5,Friday,18,353,10008207,Adiva White LS Blouse M,,Top,,1.0,32.99,3.05158,36.04158,32.99,False
2026-05-01,15,5,Friday,18,353,10004107,Nautica Blk Loafer/Size 7,Nautica,Shoes,7,1.0,25.99,2.40408,28.39408,25.99,False
2026-05-01,14,5,Friday,18,352,10006548,Andree Army Green Vest / Size S,Andree,Top,S,1.0,31.99,2.95908,34.94908,31.99,False
2026-05-01,13,5,Friday,18,351,10004516,Clear Studded Bag,,Accessories,,1.0,13.5,1.24875,14.74875,13.5,False
2026-05-01,13,5,Friday,18,350,10003804,Athleta Navy Pants / Size 4,Athleta,Jeans/Pants,4,1.0,24.99,2.31158,27.30158,24.99,False
2026-05-01,13,5,Friday,18,350,10003658,pistola/pant/red/25,Pistola,Jeans/Pants,25,1.0,32.99,3.05158,36.04158,32.99,False
2026-05-01,12,5,Friday,18,349,10007402,Brighton/WeaveShoulderBag,Brighton,Accessories,,1.0,32.99,3.05158,36.04158,32.99,False
2026-05-01,12,5,Friday,18,349,10007457,Banana Rep Red LS Dress / Size M,Banana Republic,Dress,M,1.0,28.99,2.68158,31.67158,28.99,False
2026-05-01,12,5,Friday,18,349,10003895,Ayla Blk Cropped Shirt/Size M,Ayla,Top,M,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-30,19,4,Thursday,18,348,10007763,Coach/JadeGreyPurse,Coach,Accessories,,1.0,275.0,25.4375,300.4375,275.0,True
2026-04-30,19,4,Thursday,18,348,10007803,pink snakeskin jegging/0,Urban Outfitters,Other,0,1.0,24.99,2.31158,27.30158,24.99,True
2026-04-30,18,4,Thursday,18,347,10006575,Freemarket White Floral Top / Size S,Freemarket,Top,S,1.0,23.99,2.21908,26.20908,23.99,True
2026-04-30,18,4,Thursday,18,347,10006943,UrbanOut/MulticolSTripeShirt/SizeSp,Urban Outfitters,Top,S,1.0,21.99,2.03408,24.02408,21.99,True
2026-04-30,18,4,Thursday,18,347,10007731,House of Harlow Satin Collared Blouse / Size M,House of Harlow 1960,Top,M,1.0,33.99,3.14408,37.13408,33.99,True
2026-04-30,18,4,Thursday,18,347,10005399,lilisidonio/bls/red/xs,Lili Sidonio,Top,XS,1.0,27.99,2.58908,30.57908,27.99,True
2026-04-30,18,4,Thursday,18,347,10006218,silk black tank/small,Tahari,Top,,1.0,19.99,1.84908,21.83908,19.99,True
2026-04-30,18,4,Thursday,18,347,10007995,White & Clear Stone Necklace,,Accessories,,1.0,22.99,2.12658,25.11658,22.99,True
2026-04-30,15,4,Thursday,18,346,10007839,VINTAGE Saks 5th Ave Makeup Compact,Saks 5Th Ave,Other,,1.0,45.0,4.1625,49.1625,45.0,False
2026-04-30,13,4,Thursday,18,345,10007843,Coach Pink Hampton Leather Bag,,Accessories,,1.0,199.99,18.49908,218.48908,199.99,False
2026-04-30,13,4,Thursday,18,344,10008237,Zen Danskin Top/Pant Set S,,Jeans/Pants,,1.0,18.0,1.665,19.665,18.0,True
2026-04-30,13,4,Thursday,18,344,10006036,RiverIsland/LeafBeadShirt/Size10,River Island,Top,10,1.0,22.99,2.12658,25.11658,22.99,True
2026-04-30,12,4,Thursday,18,343,10007985,Brown Cutout Design Leather Belt,Unknown,Accessories,,1.0,12.99,1.20158,14.19158,12.99,False
2026-04-29,19,4,Wednesday,18,342,10008105,vintage kids green dress/5,Unknown,Dress,5,1.0,35.99,3.32908,39.31908,35.99,False
2026-04-29,19,4,Wednesday,18,341,10006311,Vici Hot Pink LS Crop Top / Size S,Vici,Top,S,1.0,28.99,2.68158,31.67158,28.99,False
2026-04-29,18,4,Wednesday,18,340,10007984,Aeropostale Brown Belt with Beige Stitch,Aeropostale,Accessories,,1.0,20.99,1.94158,22.93158,20.99,False
2026-04-29,14,4,Wednesday,18,339,10003333,Madden Girl Pink Strap Leather Heals,Madden Girl,Top,,1.0,27.99,2.58908,30.57908,27.99,False
2026-04-29,14,4,Wednesday,18,339,10008145,NWT altard state cow print crop tank/S,Altar'd State,Top,S,1.0,27.99,2.58908,30.57908,27.99,False
2026-04-29,14,4,Wednesday,18,338,10006741,Raisin' Hell Beige BBall Cap,Unknown,Other,,1.0,21.99,2.03408,24.02408,21.99,False
2026-04-29,13,4,Wednesday,18,337,10004380,ETWO/MulticolBlouse/SizeS,Etwo,Top,S,1.0,32.99,3.05158,36.04158,32.99,False
2026-04-26,18,4,Sunday,17,336,10007982,Beaded Brown Waist Belt,Unknown,Accessories,,1.0,13.99,1.29408,15.28408,13.99,False
2026-04-26,18,4,Sunday,17,336,10004566,Brown Waist Belt Double Loop,,Accessories,,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-26,18,4,Sunday,17,336,10006725,Angel Biba White Lace Dress / Size S,Angel Biba,Dress,S,1.0,32.99,3.05158,36.04158,32.99,False
2026-04-26,18,4,Sunday,17,336,10007781,Zara White LS Lace Top / Size M,Zara,Top,M,1.0,23.99,2.21908,26.20908,23.99,False
2026-04-26,18,4,Sunday,17,336,10007822,Gap White Lace Top XS,,Top,,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-26,17,4,Sunday,17,335,10007140,WHBM Corset Black Floral/Size 6,Whbm,Set,6,1.0,25.99,2.40408,28.39408,25.99,False
2026-04-26,17,4,Sunday,17,335,10006271,Basket Tote/Purse,Unknown,Accessories,,1.0,35.99,3.32908,39.31908,35.99,False
2026-04-26,17,4,Sunday,17,334,10002204,Love Fire Bodysuit Black / Black / M / 12.07,Love Fire,Top,,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-26,17,4,Sunday,17,334,10005934,Zara White Bodysuit / Size M,Zara,Top,M,1.0,34.99,3.23658,38.22658,34.99,False
2026-04-26,17,4,Sunday,17,334,10007070,Liz Claiborne Brown Flats/Size 8.5,Liz Claiborne,Shoes,8.5,1.0,10.99,1.01658,12.00658,10.99,False
2026-04-26,17,4,Sunday,17,333,10003154,Pink Plastic Purse / Hot Pink / OS / abc,Unknown,Accessories,,1.0,20.0,1.85,21.85,20.0,False
2026-04-26,16,4,Sunday,17,332,10004776,Coldwater Creek Black Floral Velvet Skirt / Size XL,Coldwater Creek,Skirt,XL,1.0,25.99,2.40408,28.39408,25.99,False
2026-04-26,15,4,Sunday,17,331,10005868,Zara White Black Stripe Crop Top / Size M,Zara,Top,M,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-26,14,4,Sunday,17,330,10006869,Armani/WhiQuarterShirt/Size6,Armani,Top,6,1.0,34.99,3.23658,38.22658,34.99,True
2026-04-26,11,4,Sunday,17,329,10007886,VintageRedLeatherDress/Size40,Unknown,Dress,40,1.0,35.99,3.32908,39.31908,35.99,False
2026-04-26,11,4,Sunday,17,329,10004011,Ellcont Floral Dress Vintage,Ellcont,Dress,,1.0,25.99,2.40408,28.39408,25.99,False
2026-04-26,10,4,Sunday,17,328,10006612,Easel Beige Floral Kimono Top / Size L,Easel,Top,L,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-25,19,4,Saturday,17,327,10006514,VINTAGE JR Bazaar Black Colorful Skirt / Size 11,JR Bazaar,Skirt,11,1.0,39.99,3.69908,43.68908,39.99,False
2026-04-25,18,4,Saturday,17,326,10004822,Orange Vote T Tshirt / Size M,Unknown,Top,M,1.0,12.99,1.20158,14.19158,12.99,False
2026-04-25,15,4,Saturday,17,325,10006233,smiley tshirt/medium,Newbury Kustom,Top,,1.0,25.99,2.40408,28.39408,25.99,False
2026-04-25,15,4,Saturday,17,325,10007368,PinkFloyd/Tshirt/SizeM,Pink Floyd,Top,M,1.0,14.99,1.38658,16.37658,14.99,False
2026-04-25,15,4,Saturday,17,324,10006617,Charlie Horse Handcrafted Brazilian Boots 8.5,,Shoes,,1.0,125.0,11.5625,136.5625,125.0,False
2026-04-25,13,4,Saturday,17,323,10007907,X2 Jean Skirt / Size 6,X2,Skirt,6,1.0,22.99,2.12658,25.11658,22.99,True
2026-04-25,13,4,Saturday,17,323,10007930,Luxology Beige Pink SL Long Dress / Size L,Luxology,Dress,L,1.0,19.99,1.84908,21.83908,19.99,True
2026-04-25,13,4,Saturday,17,323,10006960,LIV Los Angeles White Seethrough LS / Size 2x,LIV Los Angeles,Top,2,1.0,23.99,2.21908,26.20908,23.99,True
2026-04-25,13,4,Saturday,17,323,10005915,Desigual Blue Skirt / Size XXL,Desigual,Skirt,XXL,1.0,39.99,3.69908,43.68908,39.99,True
2026-04-25,13,4,Saturday,17,322,10008031,Nanette Lepore Brown Blouse 10,,Top,,1.0,26.0,2.405,28.405,26.0,False
2026-04-25,13,4,Saturday,17,322,10007792,Westbound White Knit Poncho / One Size,Westbound,Sweater/Cardigan,,1.0,16.99,1.57158,18.56158,16.99,False
2026-04-25,13,4,Saturday,17,321,10006341,Pink Blouse W Ruffles / Size S,Unknown,Top,S,1.0,22.99,2.12658,25.11658,22.99,True
2026-04-25,13,4,Saturday,17,321,10006890,EriXAll/HotpinkruffleTop/Size6,Eri X All,Other,6,1.0,24.99,2.31158,27.30158,24.99,True
2026-04-25,13,4,Saturday,17,320,10006574,Banana Rep Emerald Green SL Top / Size M,Banana Republic,Top,M,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-25,13,4,Saturday,17,320,10005657,One Secret Beige w Stripe Panel / Size L,One Secret,Other,L,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-25,13,4,Saturday,17,320,10007530,Japna Sleeveless Blouse Pink M,,Top,,1.0,21.99,2.03408,24.02408,21.99,False
2026-04-25,13,4,Saturday,17,320,10007965,BCBGMax Black/Grey SS Top,,Top,,1.0,23.0,2.1275,25.1275,23.0,False
2026-04-25,13,4,Saturday,17,319,10007232,Beli Fama Dress Size,,Dress,,1.0,22.99,2.12658,25.11658,22.99,True
2026-04-25,13,4,Saturday,17,319,10008017,Paani Luv Blue Floral Skirt / Size S,Paani Luv,Skirt,S,1.0,19.0,1.7575,20.7575,19.0,True
2026-04-25,13,4,Saturday,17,319,10007305,Old Navy Beige High Rise Pants / Size 6,Old Navy,Jeans/Pants,6,1.0,15.99,1.47908,17.46908,15.99,True
2026-04-25,13,4,Saturday,17,319,10007940,Green Flower Necklace Choker,Unknown,Accessories,,1.0,19.99,1.84908,21.83908,19.99,True
2026-04-25,12,4,Saturday,17,318,10007972,Le Chateau Leopard Boustier M,,Accessories,,1.0,15.0,1.3875,16.3875,15.0,True
2026-04-25,12,4,Saturday,17,318,10007628,NWT Marc NY Faux Fur Yellow M,,Other,,1.0,35.99,3.32908,39.31908,35.99,True
2026-04-25,12,4,Saturday,17,318,10007606,D&Y Black Corduroy Hat,,Accessories,,1.0,24.99,2.31158,27.30158,24.99,True
2026-04-25,12,4,Saturday,17,317,10004866,DraperJNWT/DarkPurpSkirt/SizeL,Draper James NWT,Skirt,L,1.0,32.99,3.05158,36.04158,32.99,True
2026-04-25,12,4,Saturday,17,317,10005488,sadie&sage/bls/beige/m,Sadie & Sage,Top,M,1.0,25.99,2.40408,28.39408,25.99,True
2026-04-25,11,4,Saturday,17,316,10008008,J & X Black Beaded Peacock Scarf,J & X,Accessories,,1.0,24.99,2.31158,27.30158,24.99,True
2026-04-25,10,4,Saturday,17,315,10003417,Slenderella Slip Dress Black Size M,Slenderella,Dress,M,1.0,17.99,1.66408,19.65408,17.99,True
2026-04-25,10,4,Saturday,17,315,10004032,Harley DavidsonTank Top_Hdaa / Black / XS / abc,Harley Davidson,Top,,1.0,21.99,2.03408,24.02408,21.99,True
2026-04-25,10,4,Saturday,17,314,10008085,10002312,,Other,,1.0,18.99,1.75658,20.74658,18.99,False
2026-04-24,19,4,Friday,17,313,10006287,Old Navy White Floral Wrap Top / Size S,Old Navy,Top,S,1.0,12.99,1.20158,14.19158,12.99,False
2026-04-24,19,4,Friday,17,312,10007717,Talbots Beige Floral Skirt / Size 2,Talbots,Skirt,2,1.0,21.99,2.03408,24.02408,21.99,False
2026-04-24,19,4,Friday,17,311,10007641,Nine West Pink Yellow Tie Up Wedges / Size 9,Nine West,Other,9,1.0,23.99,2.21908,26.20908,23.99,False
2026-04-24,19,4,Friday,17,311,10005824,Shoreline Pink Purple Dress/Size OS,Shoreline,Dress,,1.0,38.99,3.60658,42.59658,38.99,False
2026-04-24,19,4,Friday,17,310,10005832,Delias Blue and Floral Dress/Size M,Delias,Dress,M,1.0,32.99,3.05158,36.04158,32.99,False
2026-04-24,19,4,Friday,17,310,10007042,Comfortiva Pink Sandals/Size 7,Comfortiva,Top,7,1.0,29.99,2.77408,32.76408,29.99,False
2026-04-24,19,4,Friday,17,309,10007492,Easel Grey LS Top Size L,,Top,L,1.0,23.99,2.21908,26.20908,23.99,False
2026-04-24,19,4,Friday,17,309,10003866,Nicfazy Green Yellow Dress / Size XL,Nicfazy,Dress,XL,1.0,26.99,2.49658,29.48658,26.99,False
2026-04-24,17,4,Friday,17,308,10006886,Billabong/YellowFlowerSkirt/SizeM,Billabong,Skirt,M,1.0,23.99,2.21908,26.20908,23.99,False
2026-04-24,15,4,Friday,17,307,10007356,naked zebra navy blouse/s,Naked Zebra,Top,S,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-24,15,4,Friday,17,307,10005046,Adrianna Papell/ Blouse/ Pink/ Size M,Adrianna Papell,Top,M,1.0,27.99,2.58908,30.57908,27.99,False
2026-04-24,15,4,Friday,17,306,10004115,Comfort Blue Acid Wash Tee/Size M,Comfort Colors,Top,M,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-24,15,4,Friday,17,305,10006665,Tribe Azure Purple Flowly Romper / Size S,Tribe Azure,Romper/Jumpsuit,S,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-24,14,4,Friday,17,304,10007011,Express Bleus Sage Green Sweatervest / Size L,Express Bleus,Sweater/Cardigan,L,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-24,14,4,Friday,17,304,10007452,Black Pleather Purse Silver Hardware,Unknown,Accessories,,1.0,18.99,1.75658,20.74658,18.99,False
2026-04-24,14,4,Friday,17,303,10007987,Brown Leather Belt Red Blue Studs,Unknown,Accessories,,1.0,17.99,1.66408,19.65408,17.99,False
2026-04-24,14,4,Friday,17,302,10007104,NWT H&M Peach Top/Size S,H&M,Top,S,1.0,17.99,1.66408,19.65408,17.99,False
2026-04-24,14,4,Friday,17,301,10002378,Lucky BrandTee Shirt_DI / Pink / XS / 12.94,Lucky Brand,Top,,1.0,14.99,1.38658,16.37658,14.99,False
2026-04-24,14,4,Friday,17,301,10007848,NWT Allen B. Dress Size L,,Dress,L,1.0,28.99,2.68158,31.67158,28.99,False
2026-04-24,14,4,Friday,17,301,10007438,Unknown Black/White Dress Size XL,,Dress,XL,1.0,12.99,1.20158,14.19158,12.99,False
2026-04-24,13,4,Friday,17,300,10002572,Skims NWTSS Top_Ry / Black / XL / 13.91,Skims NWT,Top,,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-24,13,4,Friday,17,300,10006489,Nike Knoxville Tshirt / Size XXL,Nike,Top,XXL,1.0,19.99,1.84908,21.83908,19.99,False
2026-04-24,13,4,Friday,17,299,10006966,Lauren RL White Off Shoulder Top / Size S,Lauren Ralph Lauren,Top,S,1.0,37.99,3.51408,41.50408,37.99,False
2026-04-24,13,4,Friday,17,299,10004870,AnnTaylor/Red&WhiFloralSkirt/Size4,Ann Taylor,Skirt,4,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-23,18,4,Thursday,17,297,10007900,NWT Liz Claiborne Brown Hat,,Accessories,,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-23,18,4,Thursday,17,296,10007337,ASTR White Dress / Size M,Astr,Dress,M,1.0,32.99,3.05158,36.04158,32.99,False
2026-04-23,18,4,Thursday,17,295,10004185,Harley D. Leather Boots / Size 9.5,Harley Davidson,Shoes,9.5,1.0,79.99,7.39908,87.38908,79.99,True
2026-04-23,16,4,Thursday,17,294,10007906,Sincerely Jules NWT Jean Top / Size L,Sincerely Jules NWT,Jeans/Pants,L,1.0,21.99,2.03408,24.02408,21.99,False
2026-04-23,16,4,Thursday,17,294,10005643,Tahari Purple Satin Top / Size L,Tahari,Top,L,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-23,16,4,Thursday,17,293,10008025,Hurley Leopard Shorts,Hurley,Shorts,,1.0,17.0,1.5725,18.5725,17.0,True
2026-04-23,13,4,Thursday,17,292,10005162,DKNY/ Embellished Floral Top/ Blk/ Size XL,Dkny,Top,XL,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-23,12,4,Thursday,17,291,10005371,Unknown Gray/White/Blk Marbled Top/Size S,Unknown,Top,S,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-23,12,4,Thursday,17,291,10005259,Tahari Satin Gold SL Top Black Ruffle / Size S,Tahari,Top,S,1.0,23.99,2.21908,26.20908,23.99,False
2026-04-22,18,4,Wednesday,17,290,10006773,Vintage Light Blue Lace Dress/Size M,Unknown,Dress,M,1.0,65.99,6.10408,72.09408,65.99,False
2026-04-22,14,4,Wednesday,17,289,10004034,Harley DavidsonTee Shirt_hdac / Black / XL / abc,Harley Davidson,Top,,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-22,13,4,Wednesday,17,288,10007339,Chicos Vintage Necklace,Chicos,Accessories,,1.0,16.99,1.57158,18.56158,16.99,False
2026-04-22,13,4,Wednesday,17,287,10007601,Pink Butterfly Hat,,Accessories,,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-22,13,4,Wednesday,17,287,10006244,SJB Active White Gray Tank / Size S,SJB Active,Top,S,1.0,9.99,0.92408,10.91408,9.99,False
2026-04-22,13,4,Wednesday,17,287,10006145,Avenue/MulticolSkirt/Size18/20,Avenue,Skirt,18,1.0,28.99,2.68158,31.67158,28.99,False
2026-04-22,13,4,Wednesday,17,287,10004874,JMcollect/skrt/multibeige/16P,JM Collection,Skirt,,1.0,27.99,2.58908,30.57908,27.99,False
2026-04-22,13,4,Wednesday,17,287,10005738,Coach Fringe Brown Purse AS IS,Coach,Accessories,,1.0,275.0,25.4375,300.4375,275.0,False
2026-04-22,13,4,Wednesday,17,287,10003913,La Sensa Ylw&Gry Halter/Size L,La Sensa,Top,L,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-22,13,4,Wednesday,17,287,10004877,one step/tank/teal/46,One Step,Top,46,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-22,13,4,Wednesday,17,287,10002408,In BloomCamisole_Je / White / L / 13.09,In Bloom,Top,,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-22,13,4,Wednesday,17,287,10005653,Caroline Hill Beige Tank w Fringe / Size L,Caroline Hill,Top,L,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-22,13,4,Wednesday,17,287,10004503,Hydraulic Jean Skirt/Size 14,Hydraulic,Skirt,14,1.0,15.99,1.47908,17.46908,15.99,False
2026-04-22,13,4,Wednesday,17,287,10006508,New Directions NWT B & W Tank / Size M,New Directions,Top,M,1.0,17.99,1.66408,19.65408,17.99,False
2026-04-22,12,4,Wednesday,17,286,10006459,Paper Crane White Pattern Crop Top / Size M,Paper Crane,Top,M,1.0,26.99,2.49658,29.48658,26.99,False
2026-04-22,12,4,Wednesday,17,286,10006187,blue and white long sleeve croptop/medium,Shade Shore,Top,,1.0,12.99,1.20158,14.19158,12.99,False
2026-04-22,12,4,Wednesday,17,286,10007400,Zara/YllwFloralCutoutDress/SizeM,Zara NWT,Dress,M,1.0,18.99,1.75658,20.74658,18.99,False
2026-04-19,18,4,Sunday,16,285,10006930,Kensie/WhitelaceDress/Size10,Kensie,Dress,10,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-19,18,4,Sunday,16,284,10007762,MissDorby/BlkWhiPadJacket/Size14,Miss Dorby,Jacket/Coat,14,1.0,23.99,2.21908,26.20908,23.99,False
2026-04-19,18,4,Sunday,16,284,10003720,TheSak Blk Deena Flap Bag,The Sak,Accessories,,1.0,25.99,2.40408,28.39408,25.99,False
2026-04-19,18,4,Sunday,16,283,10006150,ButterflyNecklace,Unknown,Accessories,,1.0,25.99,2.40408,28.39408,25.99,False
2026-04-19,18,4,Sunday,16,282,10007711,Talbots White Button Up Top / Size 6,Talbots,Top,6,1.0,14.99,1.38658,16.37658,14.99,False
2026-04-19,18,4,Sunday,16,282,10007916,Posty Co Black Tour Tshirt / Size 2XL,Posty Co,Top,2,1.0,19.99,1.84908,21.83908,19.99,False
2026-04-19,18,4,Sunday,16,282,10006563,Free People Black Tank Emb / Size M,Free People,Top,M,1.0,18.99,1.75658,20.74658,18.99,False
2026-04-19,15,4,Sunday,16,281,10006553,Desigual Green Denim Sequin Jacket / Size 46,Desigual,Jeans/Pants,46,1.0,85.99,7.95408,93.94408,85.99,False
2026-04-19,15,4,Sunday,16,280,10007908,Wild Fable Jean Colorful Skirt / Size 4,Wild Fable,Skirt,4,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-19,15,4,Sunday,16,279,10007777,J Crew Pink Orange Floral SL Long Dress / Size XS,J Crew,Dress,XS,1.0,34.99,3.23658,38.22658,34.99,False
2026-04-19,14,4,Sunday,16,278,10003610,lucky brand/tank/blue/s,Lucky Brand,Top,S,1.0,14.99,1.38658,16.37658,14.99,False
2026-04-19,14,4,Sunday,16,277,10006382,Next Brown Belt,Next,Accessories,,1.0,14.99,1.38658,16.37658,14.99,False
2026-04-19,14,4,Sunday,16,276,10003355,Madewell Brown Loafer Size 7 1/2,Madewell,Shoes,7,1.0,29.99,2.77408,32.76408,29.99,False
2026-04-19,14,4,Sunday,16,275,10005029,Bailey44/Sheer Blouse/Blk/Size S,Bailey 44,Top,S,1.0,24.99,2.31158,27.30158,24.99,False
2026-04-19,14,4,Sunday,16,274,10006689,Light Wash Jean Vest / Size XL,Unknown,Jeans/Pants,XL,1.0,19.99,1.84908,21.83908,19.99,False
2026-04-19,13,4,Sunday,16,273,10003562,Hawaiian Punch Tee Shirt,Hawaiian Punch,Top,,1.0,19.99,1.84908,21.83908,19.99,False
2026-04-19,13,4,Sunday,16,273,10007918,Hem & Thread Cheetah Tank / Size L,Hem & Thread,Top,L,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-19,13,4,Sunday,16,272,10003703,U.a./ Fringe Top/Size S,U.A.,Top,S,1.0,25.99,2.40408,28.39408,25.99,False
2026-04-19,13,4,Sunday,16,272,10005503,BCBG Tan Crochet SL Peplum Top / Size S,BCBG Maxazria,Top,S,1.0,22.99,2.12658,25.11658,22.99,False
2026-04-19,13,4,Sunday,16,271,10007765,Merit/BrownBag,Merit,Accessories,,1.0,14.99,1.38658,16.37658,14.99,True
2026-04-19,13,4,Sunday,16,270,10007215,Banana Republic Black SL Dress / Size 6,Banana Republic,Dress,6,1.0,23.99,2.21908,26.20908,23.99,True
2026-04-19,11,4,Sunday,16,269,10005410,Maeve/PinkPatternDress/SizeXL,Maeve,Dress,XL,1.0,32.99,3.05158,36.04158,32.99,False
2026-04-18,19,4,Saturday,16,268,10006868,JackWills/JeanShort/Size6,Jack Wills,Shorts,6,1.0,19.99,1.84908,21.83908,19.99,False
