date,hour,month,day_of_week,week_num,receipt_number,sku,details,brand_name,product_category,size,quantity,subtotal,sales_tax,total,retail_price,has_discount
2026-05-22,16,5,Friday,21,552,10006945,Antonio Melani White Tank Top Size S,,Top,S,1.0,24.99,2.31158,27.30158,24.99,False
2026-05-22,16,5,Friday,21,551,10008356,8byYook/BlueTieTop/Size40,8 by Yook,Other,40,1.0,14.99,1.38658,16.37658,14.99,False
2026-05-22,14,5,Friday,21,550,10001200,Victoriaxs SecretSlip_Ta / Multi color / L / 7.04,Victoriaxs Secret,Other,,1.0,18.99,1.75658,20.74658,18.99,False
2026-05-22,14,5,Friday,21,550,10006337,Primark Pink SL Blouse / Size 8,Primark,Top,8,1.0,24.99,2.31158,27.30158,24.99,False
2026-05-22,14,5,Friday,21,550,10007787,Itsu Green Floral Skirt / Size 8,Itsu,Skirt,8,1.0,19.99,1.84908,21.83908,19.99,False
2026-05-22,13,5,Friday,21,549,10007752,MarilynM/FlamingoDress/SizeM,Marilyn Monroe,Dress,M,1.0,21.99,2.03408,24.02408,21.99,True
2026-05-22,13,5,Friday,21,549,10008021,Casa Lee Beige Black Skull Vest 1 / Size S,Casa Lee,Top,S,1.0,25.0,2.3125,27.3125,25.0,True
2026-05-22,13,5,Friday,21,549,10008022,Casa Lee Beige Black Skull Vest 2 / Size S,Casa Lee,Top,S,1.0,25.0,2.3125,27.3125,25.0,True
2026-05-22,13,5,Friday,21,549,10008741,Foxblood Black Dress S,,Dress,,1.0,39.0,3.6075,42.6075,39.0,True
2026-05-22,13,5,Friday,21,549,10008594,OneClothing/BlkWhiTiedye/SizeL,One Clothing,Other,L,1.0,8.99,0.83158,9.82158,8.99,True
2026-05-22,13,5,Friday,21,549,10005489,urban/shear top/blk rose/xs,Urban Outfitters,Top,XS,1.0,25.99,2.40408,28.39408,25.99,True
