id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,active_online,weight,weight_unit,length,width,height,dimensions_unit,supply_price,retail_price,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Knoxville_Location,inventory_Knoxville_Location,reorder_point_Knoxville_Location,restock_level_Knoxville_Location
6da49a64-fff7-46c6-bf87-16fcbf13e229,7th-avenue-bright-red-shorts--size-12,10007582,,,,7th Avenue Bright Red Shorts / Size 12,,,,,,,,,,0,0,LB,0,0,0,IN,0,17.99,,,7th Avenue Design,,,1,1,Default Tax,1,,
62e390d0-a211-4abd-92ef-911aa96a299c,89th--madi-yellow-ls-design-top--size-m,10006607,,,,89th & Madi Yellow LS Design Top / Size M,,,,,,,,,,0,0,LB,0,0,0,IN,0,24.99,,,89th X Madison,,,1,1,Default Tax,1,,
2af7176e-c2e0-4a0a-bdba-ee3e0ad61e57,89th--madisonswtrgrym,10004684,,,,89th & madison/swtr/gry/m,,,,,,,,,,0,0,LB,0,0,0,IN,0,25.99,,,89th X Madison,,,1,1,Default Tax,1,,
3e52b53c-cbf8-468e-bd7f-2a3df5152b7d,8byyookbluetietopsize40,10008356,,,,8byYook/BlueTieTop/Size40,,,,,,,,,,0,0,LB,0,0,0,IN,0,14.99,,,8 by Yook,,,1,1,Default Tax,0,,
1731787f-7692-4b5c-a7b9-e4f8ffebc583,90s-big-boy-sportswear-tee,10009434,,,,90's Big Boy Sportswear Tee,,,,,,,,,,0,0,LB,0,0,0,IN,8.75,39.99,,,,,,1,1,Default Tax,1,,
4f01fba2-d777-4b3a-894c-ba7f97fd4189,90s-vintage-floral-satin-cami-m,10008804,,,,90's Vintage Floral Satin Cami M,,,,,,,,,,0,0,LB,0,0,0,IN,7.5,29.99,,,,,,1,1,Default Tax,1,,
a2e9ade3-6bed-412c-b9f8-35312b1bc8d1,a-beautiful-soul-blush--black-dress--xl,10004609,,,,A Beautiful Soul Blush & Black Dress / XL,,,,,,,,,,0,0,LB,0,0,0,IN,0,25.99,,,A Beautiful Soul,,,1,1,Default Tax,0,,
7b978079-07e7-49e8-adfa-ef384aa1924b,a-byer-pink-floral-ruffle-sl-top--size-s,10005195,,,,A Byer Pink Floral Ruffle SL Top / Size S,,,,,,,,,,0,0,LB,0,0,0,IN,0,18.99,,,A. Byer,,,1,1,Default Tax,0,,
0b82b8e4-70ef-4282-858e-01532619432f,a-fathers-love-orange-skirt-size-s,10007552,,,,A Father's Love Orange Skirt Size S,,,,,,,,,,0,0,LB,0,0,0,IN,4.75,19.00,,,,,,1,1,Default Tax,0,,
5c2419f6-2d75-4e07-a2bf-1cf183b7bb85,a-new-day-beige-heels-8,10008987,,,,A New Day Beige Heels 8,,,,,,,,,,0,0,LB,0,0,0,IN,10.95,20.99,,,,,,1,1,Default Tax,1,,
71c3f368-8b14-4edd-8af0-dc67e80ab313,a-new-day-black--white-dress--size-m,10004616,,,,A New Day Black & White Dress / Size M,,,,,,,,,,0,0,LB,0,0,0,IN,0,24.99,,,A New Day,,,1,1,Default Tax,1,,
4d96785a-7460-4ba4-959f-a330d6eda5ad,a-new-day-black-sl-dress--size-l,10007473,,,,A New Day Black SL Dress / Size L,,,,,,,,,,0,0,LB,0,0,0,IN,0,17.99,,,A New Day,,,1,1,Default Tax,0,,
508022ef-2214-48ee-b066-2a2c6415f2f3,a-new-day-black-slip-nwt--size-m,10003937,,,,A New Day Black Slip NWT / Size M,,,,,,,,,,1,0,,0,0,0,,0,31.99,,,A New Day,,,1,1,Default Tax,1,,
d90312bd-5492-4f29-84f7-6f5de656f8a4,a-new-day-black-top-size-xs,10007267,,,,A New Day Black Top Size XS,,,,,,,,,,0,0,LB,0,0,0,IN,0,15.99,,,,,,1,1,Default Tax,1,,
d80e29bf-b3e4-4cf1-b585-be813fa605fa,a-new-day-kelsey-rhinestone-slides-8,10007660,,,,A New Day Kelsey Rhinestone Slides 8,,,,,,,,,,0,0,LB,0,0,0,IN,12,29.99,,,,,,1,1,Default Tax,1,,
ed10199f-dbdb-498b-92de-f03691caa048,a-new-day-plaid-tanks,10009085,,,,a new day plaid tank/s,,,,,,,,,,0,0,LB,0,0,0,IN,8.99,12.99,,,A New Day,,,1,1,Default Tax,1,,
e6469fbd-6cc3-4650-aaf5-a6754c165de4,a-new-day-purple-tank--size-m,10006539,,,,A New Day Purple Tank / Size M,,,,,,,,,,0,0,LB,0,0,0,IN,0,21.99,,,A New Day,,,1,1,Default Tax,1,,
a443a0be-a8d1-4e43-b39b-e47fa06c8646,a-new-day-yellow-dress--size-6,10009283,,,,A New Day Yellow Dress / Size 6,,,,,,,,,,0,0,LB,0,0,0,IN,8,16.00,,,A New Day,,,1,1,Default Tax,1,,
d3bb2173-46c7-4bbf-9e20-8c538970731d,10002227,10002227,,,,A New DayTank Top_Ra,,,Color,White X Black,Size,S,Sequence,12.19,,0,,,,,,,0,1.00,,,A New Day,,,1,1,Default Tax,0,,
867a206c-a981-4de0-b071-04ec4d6213b0,10002227,10002354,,,,A New DayTank Top_Ra,,,Color,Green Multi-Color,Size,S,Sequence,12.82,,0,,,,,,,0,14.99,,,A New Day,,,1,1,Default Tax,1,,
