sku,retail_price,supply_price,active,inventory,size,product_name,brand_name,product_category,gross_margin_pct
10003191,26.99,0.0,1,1,,ABSOLIUTELY Sweater,ABSOLIUTELY,Sweater/Cardigan,
10005107,10.99,0.0,1,0,L,Absolutely Tie Dye Crop Top,Absolutely Love it,Top,
10002161,12.99,0.0,1,0,,AC DCTee Shirt_Ne,AC/DC,Top,
10006988,27.99,0.0,1,1,M,Acacia Orange Zip Up Hoodie,Acacia,Other,
10001104,19.99,0.0,1,1,,ACDC Sleeveless Tee,AC/DC,Top,
10004878,22.99,0.0,1,1,M,acommonthread bls ptrn,A Common Thread,Top,
10005372,23.99,0.0,1,1,,Active USA Green Floral Wrap Top,Active USA,Top,
10003871,31.99,0.0,1,0,S,Adam Levine Faux Leather Floral Jacket,Adam Levine,Jacket/Coat,
10005834,32.99,0.0,1,1,,Addie Top Black Multi Color,Addie,Top,
10006677,31.99,0.0,1,0,2,Additions by Chico's Gray Jean Jacket,Chico's,Jeans/Pants,
10007416,22.99,0.0,1,1,XS,AdelynRae MulticolStripeDress,Adelyn Rae,Dress,
10007444,12.99,0.0,1,1,6,Adidas Black Shorts,,Shorts,
10006456,19.99,0.0,1,1,2,Adidas Tennessee Orange Tshirt,Adidas,Top,
10008251,18.99,6.0,1,0,,Adiva Brown SS Top L,,Top,68.4
10005605,15.99,0.0,1,0,XL,Adiva Pale Pink & White Tank,Adiva,Top,
10007505,23.99,0.0,1,0,S,Adiva Vintage LS Blouse,,Top,
10008207,32.99,6.0,1,0,,Adiva White LS Blouse M,,Top,81.8
10003406,24.99,0.0,1,1,M,Adonna Slip Dress Black,Adonna,Dress,
10003474,16.99,0.0,1,0,S,Adonna Slip Dress Black,Adonna,Dress,
10009798,19.99,0.0,1,0,M,Adora Tie Top Black,Adora,Top,
10009531,28.99,8.0,1,1,L,Adore SilverDress,Adore,Dress,72.4
10005655,24.99,0.0,1,1,L,Adriana P Black SL Top,Adrianna Papell,Top,
10009388,19.99,6.55,1,1,,Adrianna Papell Black Top M,,Top,67.2
10008229,35.0,8.75,1,1,,Adrianna Papell Brown Blazer 6,,Jacket/Coat,75.0
10008226,47.99,15.0,1,1,,Adrianna Papell Burgundy Dress 6,,Dress,68.7
10007071,22.99,0.0,1,0,7.5,Adrianna Papell Gold Heels,,Top,
10008277,27.99,8.0,1,1,,Adrianna Papell Yellow Crochet Dress 8,,Dress,71.4
10005046,27.99,0.0,1,0,M,Adrianna Papell Blouse Pink,Adrianna Papell,Top,
10003042,31.99,0.0,1,1,,Adrianna PapellDress_Az,Adrianna Papell,Dress,
10006004,28.99,0.0,1,0,XL,AdriannaP PnkPearlSwter,Adrianna Papell,Top,
10000058,25.99,0.0,1,1,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10000123,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10000351,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10000432,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10000539,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10000848,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10001004,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10002095,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10002141,1.0,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10002746,24.99,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10003001,14.99,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10003024,18.99,0.0,1,0,,Adrienne VittadiniSweater_J,Adrienne Vittadini,Sweater/Cardigan,
10002809,29.99,0.0,1,1,,Adrienne VittadinVest_Al,Adrienne Vittadini,Top,
10004314,25.99,0.0,1,1,6,AdrienneV Blk&NavyPant,Adrienne Vittadini,Jeans/Pants,
10006258,25.99,0.0,1,0,S,Aeda Tan Flower Cardigan,Aeda,Sweater/Cardigan,
10008624,8.99,2.25,1,0,S,Aerie Halter Top,,Top,75.0
10008586,14.99,8.0,1,0,L,Aerie BurgBralette,Aerie,Other,46.6
10007984,20.99,0.0,1,0,,Aeropostale Brown Belt with Beige Stitch,Aeropostale,Accessories,
10008439,15.99,4.0,1,1,,Aeropostale Tie-Dye Top S,,Top,75.0
10004322,25.99,0.0,1,0,7.5,AeroSoles BrwnBuckleHeel,Aerosoles,Shoes,
10004379,27.99,0.0,1,1,9,Aerosoles GreyBuckledHeels,Aerosoles,Top,
10006324,34.99,0.0,1,0,S,Affinites AT Wrap LS Top,Affinites Armand Thiery,Top,
10005189,23.99,0.0,1,0,XS,AFRM Black Sheer Floral SS,Afrm,Top,
10007706,44.99,0.0,1,1,29,AFRM White Floral Skirt,Afrm,Skirt,
10004631,25.99,0.0,1,1,6,AGB Black Dress,Agb,Dress,
10006446,18.99,0.0,1,0,M,Agenda Orange & White SL Top,Agenda,Top,
10005814,26.99,0.0,1,1,XL,AK swtr pnk,Anne Klein,Sweater/Cardigan,
10008394,35.99,9.0,1,0,,Akemi & Kim Floral Skirt XL,,Skirt,75.0
10003798,33.99,0.0,1,1,XS,Akemi Black Embroider Tank,Akemi & Kin,Top,
10009279,19.0,9.5,1,0,S,Akira B & W Corset Top,Akira,Top,50.0
10003326,45.99,0.0,1,1,,Akira Chicago Black Label Dress,Akira Chicago,Dress,
10007055,45.99,0.0,1,0,8,Akira Cream Boots,Akira,Shoes,
10007214,15.99,0.0,1,1,XL,Akira Pink Velvet Crop Top,Akira,Top,
10004501,15.99,0.0,1,0,S,Akira Tan Banded Skirt,Akira,Skirt,
10009556,25.99,8.0,1,1,S,Akira BlkFloralDress,Akira,Dress,69.2
10006412,28.99,0.0,1,0,S,Akira Brwn&BlkSheerTop,Akira,Other,
10007871,18.99,0.0,1,1,M,Alberto Black Sequin Tank,Alberto Makali,Top,
10003551,32.99,0.0,1,0,M,Alberto Makali Lace Top Black,Alberto Makali,Top,
10004351,35.99,0.0,1,0,M,AlbM Tan Button down,Alberto Makali,Other,
10003559,34.99,14.0,1,1,7,Aldo Yellowjacket ankle boots 1,Aldo,Jacket/Coat,60.0
10008613,10.99,5.99,1,1,,Alex & Ani Tree of Life Bangle,,Other,45.5
10009463,29.99,5.0,1,1,,Alex Evening Black Dress 8,,Dress,83.3
10006562,14.99,0.0,1,1,2,Alex Evenings Black Blue Shimmer Tank,Alex Evenings,Top,
10009468,22.0,5.75,1,1,,Alex Evenings Black Satin Jacket M,,Jacket/Coat,73.9
10004061,28.99,0.0,1,1,L,Alex Evenings PnkSequin Coat,Alex Evenings,Jacket/Coat,
10008424,35.99,9.0,1,1,,Alex Marie Black Sequin Pants 12,,Jeans/Pants,75.0
10009803,89.99,0.0,1,1,14,Alex Marie Black Pink w Floral Embroid,Alex Marie,Other,
10007447,26.99,0.0,1,0,8,Alexandria Barlett Black Colorful Capris,Alexandria Bartlett,Other,
10005464,25.99,0.0,1,1,S,AlexEvenings GreyTieBlouse,Alex Evenings,Top,
10003226,24.99,0.0,1,0,,Alexis Bittar Gold Colored Enamel Ring,Alexis Bitlar,Accessories,
10004378,19.99,0.0,1,0,9,AlexMarie BlkHeeledFlats,Alex Marie,Shoes,
10008792,30.0,8.0,1,1,7.5,AlexXAni SSilverRing,Alex x Ani Alexander,Top,73.3
10007474,27.99,0.0,1,0,16,Alfani Black & Beige SL Dress,Alfani,Dress,
10004357,21.99,0.0,1,1,18,Alfani Black Trouser,Alfani,Jeans/Pants,
10004909,22.99,0.0,1,0,XXL,Alfani Blue&BlkDress,Alfani,Dress,
10005425,18.99,0.0,1,1,,alfani tank prp pm,Alfani,Top,
10004760,28.99,0.0,1,1,XL,Alfred Dunner Beige Beaded SS,Alfred Dunner,Top,
10006433,23.99,0.0,1,0,L,alfred dunner green knit blouse,Alfred Dunner,Sweater/Cardigan,
10005531,24.99,0.0,1,1,M,Ali & Chris Black LS Sheer Tie Front,Ali & Chris,Top,
10004730,15.99,0.0,1,0,M,Ali & Christ Gray SS,Ali & Chris,Top,
10005600,15.99,0.0,1,1,14,Alia Pink & White Buttondown SS,Alia Petite,Top,
10008981,39.99,8.75,1,1,,Alice+Olivia White Lace Top 6,,Top,78.1
10004862,25.99,0.0,1,1,S,AliceM Pink&BlkFloralShirt,Alice Moon,Top,
10004236,24.99,0.0,1,1,M,All in Favor Dark Blue Sweater,All in Favor,Sweater/Cardigan,
10008843,29.99,8.5,1,1,,All in Favor White Dress S,,Dress,71.7
10008511,18.99,10.95,1,1,,All in Motion Orange Shorts M,,Shorts,42.3
10006973,16.99,0.0,1,0,XS,Allegra White Blouse Bodysuit,Allegra K,Top,
10007080,35.99,0.0,1,0,7,Allegria Red Sling Backs,Allegria,Other,
10005805,28.99,0.0,1,1,,allie&rob swtr tan 1x,Allie & Rob,Sweater/Cardigan,
10005199,15.99,0.0,1,0,S,Allison B SL Dress Multicolor Texture,Allison Brittney,Dress,
10009050,19.99,5.35,1,1,,Allison Brittney Cream Open Cardigan S,,Sweater/Cardigan,73.2
10004994,19.99,0.0,1,1,M,Allison D Blue QS,Allison Dailey,Other,
10008276,22.0,5.5,1,1,,Allison Daley Black Vest,,Top,75.0
10007859,22.99,0.0,1,1,,Allison Joy Red Print Dress S,,Dress,
10009141,22.99,5.75,1,1,,Allison Morgan Brown SS Top M,,Top,75.0
10006713,25.99,0.0,1,0,L,Allison T Brown Buttondown SL Dress,Allison Taylor,Dress,
10003826,32.99,0.0,1,1,M,AllisonDaley Multicolor Sweater,Allison Dailey,Sweater/Cardigan,
10003974,24.99,0.0,1,2,XS,AllisonJoy Grey Sequin Blouse,Allison Joy,Top,
10004023,27.99,0.0,1,1,XXL,Alloy Plum Ruffle Pant,Alloy Apparel,Jeans/Pants,
10004657,29.99,0.0,1,1,XS,AllSaints BlkSweater,All Saints,Sweater/Cardigan,
10005487,39.99,0.0,1,0,S,allsaints bls blk,Allsaints Spitalfields,Top,
10005110,22.99,0.0,1,0,M,Alma Mater Orange & White Chevron,Alma-Mater Collection,Other,
10007603,32.99,0.0,1,1,,Alo Black Bodysuit M,,Top,
10003623,34.99,0.0,1,0,M,alpine pant prp,Alpine,Jeans/Pants,
10005005,38.99,0.0,1,1,L,Altar'd State Blue & Orange Flw LS Dress,Altar'd State,Dress,
10005016,39.99,0.0,1,1,M,Altar'd State Beige Crop Sweater,Altar'd State,Sweater/Cardigan,
10006761,25.99,0.0,1,0,S,Altar'd State Black Denim Shorts Romper,Altar'd State,Shorts,
10005021,23.99,0.0,1,0,M,Altar'd State Black Sheer LS Embroid,Altar'd State,Top,
10008943,14.99,4.99,1,1,,Altar'd State Black Shorts XS,,Shorts,66.7
10006605,16.99,0.0,1,1,L,Altar'd State Black Textured Tank,Altar'd State,Top,
10005821,32.99,0.0,1,0,S,Altar'd State Blue Dress,Altar'd State,Dress,
10005120,18.99,0.0,1,0,M,Altar'd State Blue Floral Romper,Altar'd State,Romper/Jumpsuit,
10005254,24.99,0.0,1,1,S,Altar'd State Blush Sweater,Altar'd State,Sweater/Cardigan,
10009250,24.99,7.65,1,1,,Altar'd State Brown Floral Dress XS,,Dress,69.4
10005260,28.99,0.0,1,1,S,Altar'd State Burgundy & Gold SL Dress,Altar'd State,Dress,
10007021,39.99,0.0,1,1,M,Altar'd State Burgundy Fringe Skirt,Altar'd State,Skirt,
10006556,23.99,0.0,1,1,M,Altar'd State Burnt Orange Skirt,Altar'd State,Skirt,
10009282,29.0,14.5,1,1,S,Altar'd State Cream Crochet,Altar'd State,Other,50.0
10005597,19.99,0.0,1,0,M,Altar'd State Lace SL Blouse,Altar'd State,Top,
10006593,18.99,0.0,1,1,S,Altar'd State NWT Linen Crop Top,Altar'd State,Top,
10005706,25.99,0.0,1,0,S,Altar'd State Orange Polka Dot Skirt,Altar'd State,Skirt,
10005717,27.99,0.0,1,1,S,Altar'd State Peachy Pink Skirt,Altar'd State,Skirt,
10008153,19.99,6.0,1,0,S,Altar'd State Pink Cherry Tank Top,Altar'd State,Top,70.0
10007112,25.99,0.0,1,0,S,Altar'd State Pink Floral SS Ruffle Dress,Altar'd State,Dress,
10008635,11.99,3.0,1,0,,Altar'd State Purple SS Top S,,Top,75.0
10005961,22.99,0.0,1,1,XS,Altar'd State Purple Sweater,Altar'd State,Sweater/Cardigan,
10005952,23.99,0.0,1,0,XS,Altar'd State Red LS,Altar'd State,Top,
10005215,12.99,0.0,1,0,S,Altar'd State Tank Black,Altar'd State,Top,
10008236,15.0,3.75,1,0,,Altar'd State White Pink LS Top S,,Top,75.0
10003608,28.99,0.0,1,1,S,altar'd state pant grey flr,Altar'd State,Jeans/Pants,
10007212,22.99,0.0,1,1,,Altard Black Skirt,Altar'd State,Skirt,
10009010,20.99,5.45,1,0,,Altard State Black Tank Top L,,Top,74.0
10008683,24.99,8.0,1,0,,Altard State black white pants S,,Jeans/Pants,68.0
10009535,24.99,8.0,1,1,M,Altard State Blk White Dress,Altar'd State,Dress,68.0
10008466,25.99,8.0,1,1,,Altard State Blue Dress S,,Dress,69.2
10006840,18.99,0.0,1,1,L,Altard State blue lace dress,Altar'd State,Dress,
10009052,19.99,6.55,1,0,,Altard State Blue Ruffle Skirt S,,Skirt,67.2
10008508,19.99,5.3,1,0,,Altard State Brown Skort S,,Other,73.5
10007190,24.99,0.0,1,0,L,Altard State Dress Brown,,Dress,
10008798,29.99,7.5,1,1,,Altard State Dusty Rose Dress S,,Dress,75.0
10008445,26.99,14.99,1,1,,Altard State Floral Dress S,,Dress,44.5
10008152,21.99,8.0,1,0,M,altard state floral skort,Altar'd State,Other,63.6
10008138,28.99,8.0,1,1,M,altard state fuzzy croped sweater vest,Altar'd State,Sweater/Cardigan,72.4
10009164,19.99,5.0,1,1,,Altard State Green LS Top XS,,Top,75.0
10007202,18.99,0.0,1,0,S,Altard State Green Top,,Top,
10009139,28.99,7.25,1,-1,S,Altard State Jean Skorts,,Jeans/Pants,75.0
10009039,18.99,6.55,1,1,,Altard State Maroon Cami,,Top,65.5
10007279,19.99,0.0,1,0,L,Altard State Overalls White,,Top,
10008468,27.99,9.0,1,0,,Altard State Pink Dress L,,Dress,67.8
10007542,18.99,0.0,1,1,,Altard State Red Floral Dress S,,Dress,
10009409,24.99,7.65,1,1,,Altard State White Lace LS Top S,,Top,69.4
10007557,16.0,4.0,1,0,M,Altard State White Sweater,,Sweater/Cardigan,75.0
10009402,19.99,6.55,1,1,,Altard State White Textured Skirt S,,Skirt,67.2
10003659,34.99,0.0,1,1,S,altard state pant blk,Altar'd State,Jeans/Pants,
10006024,25.99,0.0,1,1,S,AltardS Whi&BluTop,Altar'd State,Other,
10004943,22.99,0.0,1,1,M,AltardS WhiZipUpSleeveless,Altar'd State,Top,
10006129,22.99,0.0,1,1,S,AltardSt MulticolFloralCropTop,Altar'd State,Top,
10005183,16.99,0.0,1,1,M,AltardState Pattern Crop Brn&Prpl,Altar'd State,Other,
10005047,27.99,0.0,1,1,L,AltardState Slvlss Top Peach,Altar'd State,Top,
10006114,28.99,0.0,1,1,S,Altardstate MulticolFloralDress,Altar'd State,Dress,
10005792,22.99,0.0,1,0,S,AltardState StripeBttnSkirt,Altar'd State,Skirt,
10007350,28.99,0.0,1,0,XS,Altardstateorangeandwhitecheckeredshort,Altar'd State,Shorts,
10004842,15.99,0.0,1,0,S,Altarxd State Orange Pink FL Crop Top,Altar'd State,Top,
10002225,18.99,0.0,1,1,,Altarxd StateDress_H,Altar'd State,Dress,
10002463,21.99,0.0,1,0,,Altarxd StateDress_H,Altar'd State,Dress,
10002797,21.99,0.0,1,0,,Altarxd StateDress_H,Altar'd State,Dress,
10002951,26.99,0.0,1,0,,Altarxd StateDress_H,Altar'd State,Dress,
10002834,32.99,0.0,1,1,,Altarxd StateShirt_Cr,Altar'd State,Top,
10000105,27.99,0.0,1,1,,Altarxd StateSweater_A,Altar'd State,Sweater/Cardigan,
10004656,28.99,0.0,1,1,XL,AltarxdS BeigeSweater,Altar'd State,Sweater/Cardigan,
10004858,22.99,0.0,1,0,XS,AltarXdS LightBrwnSkirt,Altar'd State,Skirt,
10004742,26.99,0.0,1,1,S,AlterdState Orange Blouse,Altar'd State,Top,
10007012,26.99,0.0,1,1,L,Alya Mint Green Fuzzy Sweater,Alya,Sweater/Cardigan,
10007741,27.99,0.0,1,1,7,AlynPa OneSlvMulticolDress,Alyn Paige,Dress,
10009428,18.99,5.45,1,1,8,ALYX Floral Dress,,Dress,71.3
10007585,19.99,0.0,1,1,S,Amanda Smith LS Blouse Green,,Top,
10006613,18.99,0.0,1,1,M,Amang Blue White Sheer SS Top,Amang NY,Top,
10006544,34.99,0.0,1,1,L,Amarsi Black SL Vest,Amarsi,Top,
10006128,22.99,0.0,1,0,,AmberNecklace,Unknown,Accessories,
10005367,24.99,0.0,1,1,L,Ambience Apparel Floral Sleeveless Tank,Ambience Apparel,Top,
10004377,13.99,0.0,1,0,8,Ambrose LeatherAnkleBoots,Ambrose,Shoes,
10005615,55.0,0.0,1,0,,Ameri Leather Brown Bag,Ameri Leather,Accessories,
10005134,21.99,0.0,1,1,S,American E Dusty Blue Striped Off Shoulder,American Eagle Outfitters,Other,
10009490,17.99,5.0,1,1,,American Eagle Floral Print Shorts 8,,Shorts,72.2
10008878,31.99,16.25,1,1,,American Eagle Green Smiley Hi-Top 7,,Top,49.2
10005721,32.99,0.0,1,0,XS,American Eagle Lace Mesh Skirt,American Eagle Outfitters,Skirt,
10009253,22.99,6.55,1,1,,American Eagle Maroon Cardigan S,,Sweater/Cardigan,71.5
10009374,18.99,5.45,1,0,,American Eagle Orange Floral Shorts XS,,Shorts,71.3
10009205,14.99,5.25,1,1,,American Eagle Red White Halter S,,Top,65.0
10009209,13.99,5.25,1,1,,American Eagle Rust Tube Top S,,Top,62.5
10008651,13.99,3.5,1,0,,American Eagle White Tank Top XS,,Top,75.0
10005147,24.99,0.0,1,0,M,AmericanEagle Knit Sweater Pnk&Orng,American Eagle,Sweater/Cardigan,
10005171,15.99,0.0,1,0,S,AmericanEagle Ruche Crop Multicolor,American Eagle Outfitters,Other,
10006878,24.99,0.0,1,0,M,AmericanEagle BlackCorsetTop,American Eagle,Other,
10006937,19.99,0.0,1,0,M,AmericanEagle RedWhiSkirt,American Eagle,Skirt,
10005779,22.99,0.0,1,1,14,Amethyst CapriJean,Amethyst,Jeans/Pants,
10008893,50.0,12.5,1,0,,AMI Pink Leather Jacket L,,Jacket/Coat,75.0
10007026,28.99,0.0,1,0,S,Ammo Blk Tank NWT,Ammo,Top,
10006426,32.99,0.0,1,0,XS,amo floral blouse,Amo,Top,
10008770,25.99,6.5,1,1,,Ana Sui Red & Black Bag,Anna Sui,Accessories,75.0
10004736,24.99,0.0,1,1,S,Analogy Detitier Green Multicolor,Analogy Detiter,Other,
10005369,25.99,0.0,1,0,XXL,and Andrea Off White Top Real,and Andrea,Top,
10006292,27.99,0.0,1,0,8,AND Beige Chiffon LS Top,And,Top,
10007928,12.99,0.0,1,0,,Ande Black Purse Gold Hardware,Ande,Accessories,
