sku,retail_price,supply_price,active,inventory,size,product_name,brand_name,product_category,gross_margin_pct
10003012,18.99,0.0,1,1,,Derek HeartSweater_Za,Derek Heart,Sweater/Cardigan,
10004295,14.99,0.0,1,0,S,DerekHeart GreenKnitTank,Derek Heart,Sweater/Cardigan,
10006888,13.99,0.0,1,0,S,DerekHeart MulticolTieCropTop,Derek Heart,Top,
10009200,19.99,5.0,1,1,,Design Hist Black Beaded Top L,,Top,75.0
10004002,32.99,0.0,1,1,,Design HIstory Cashmere Sweater,Design History,Sweater/Cardigan,
10006406,38.99,0.0,1,0,42,Designal MulticolCrossDress,Designal,Dress,
10003382,19.99,0.0,1,0,L,Designers Original Sleeveless Top Black,Designers Original,Top,
10006580,39.99,0.0,1,0,44,Desigual Army Green Jacket w Beading,Desigual,Jacket/Coat,
10006326,32.99,0.0,1,1,46,Desigual Black Beaded Dress,Desigual,Dress,
10005944,45.99,0.0,1,1,46,Desigual Black Embroidered Skirt,Desigual,Skirt,
10006438,175.0,0.0,1,1,44,desigual black jacket,Desigual,Jacket/Coat,
10005911,79.99,0.0,1,1,42,Desigual Black Long Beaded Dress,Desigual,Dress,
10006631,199.99,0.0,1,1,,desigual black moonstone margot mini purse,Desigual,Accessories,
10005916,55.99,0.0,1,0,L,Desigual Black Sheer Colorful Skirt,Desigual,Skirt,
10006440,85.99,0.0,1,0,46,desigual black sweater jean jacket,Desigual,Jeans/Pants,
10006439,32.99,0.0,1,1,XL,desigual black tanktop,Desigual,Top,
10006331,175.0,0.0,1,0,40,Desigual Blue Black Red Long Coat,Desigual,Jacket/Coat,
10005740,175.0,0.0,1,0,40,Desigual Blue Multicolor Coat,Desigual,Jacket/Coat,
10005915,39.99,0.0,1,0,XXL,Desigual Blue Skirt,Desigual,Skirt,
10005741,175.0,0.0,1,0,36,Desigual Blue White Longcoat,Desigual,Jacket/Coat,
10006769,95.99,0.0,1,1,S,Desigual Blue Black Coat,Desigual,Jacket/Coat,
10006297,32.99,0.0,1,1,XXL,Desigual Brown Pattern Dress,Desigual,Dress,
10006551,200.0,0.0,1,1,36,Desigual Burgundy & Beige Coat,Desigual,Jacket/Coat,
10009440,200.0,75.0,1,0,,Desigual Colorful Green Coat 40,,Jacket/Coat,62.5
10009441,200.0,75.0,1,0,,Desigual Colorful Green Coat 46,,Jacket/Coat,62.5
10007943,209.99,0.0,1,1,,Desigual Colorful Patchwork Black Jacket,Desigual,Jacket/Coat,
10007903,39.99,0.0,1,1,S,Desigual Colorful Skirt,,Skirt,
10005912,28.99,0.0,1,1,36,Desigual Colorful SL Dress,Desigual,Dress,
10006281,69.99,0.0,1,1,8,Desigual Gray Floral Dress,Desigual,Dress,
10005913,45.99,0.0,1,0,38,Desigual Green Colorful Dress,Desigual,Dress,
10006553,85.99,0.0,1,0,46,Desigual Green Denim Sequin Jacket,Desigual,Jeans/Pants,
10005910,59.99,0.0,1,0,38,Desigual Green Skirt w Buckle,Desigual,Skirt,
10006594,65.99,0.0,1,1,38,Desigual Jean Jacket Knit Sleeves,Desigual,Jeans/Pants,
10006502,39.99,0.0,1,0,38,Desigual Jean Skirt,Desigual,Skirt,
10007901,42.99,0.0,1,1,,Desigual Multi-Color Dress M,,Dress,
10007947,79.99,0.0,1,1,M,Desigual Multi-Color Dress,,Dress,
10005733,175.0,0.0,1,0,40,Desigual Multicolor Coat,Desigual,Jacket/Coat,
10006434,32.99,0.0,1,0,M,desigual multicolor knit dress,Desigual,Dress,
10006301,39.99,0.0,1,0,36,Desigual Pink Embroidered Dress,Desigual,Dress,
10006441,95.99,0.0,1,0,42,desigual pink leather jacket,Desigual,Jacket/Coat,
10005948,64.99,0.0,1,1,L,Desigual Pink Sweater NWT,Desigual,Sweater/Cardigan,
10005957,125.0,0.0,1,0,9.5,Desigual Purple Orange Boots,Desigual,Shoes,
10005917,32.99,0.0,1,0,XXS,Desigual Purple Strapless Top,Desigual,Top,
10007904,54.99,0.0,1,1,XL,Desigual Red Black Skirt,Desigual,Skirt,
10004593,35.99,0.0,1,1,L,Desigual Red Dress,Desigual,Dress,
10007939,43.99,0.0,1,1,S,Desigual Red Dress,,Dress,
10007902,33.99,0.0,1,1,M,Desigual Skirt,,Skirt,
10006300,34.99,0.0,1,1,40,Desigual White Pink Blue Dress,Desigual,Dress,
10006609,45.99,0.0,1,0,M,Desigual Yellow Leather Jacket,Desigual,Jacket/Coat,
10006413,28.99,0.0,1,1,L,Desigual BlueFloralDress,Desigual,Dress,
10009541,199.99,8.0,1,1,44,Desigual CateyeCoat,Desigual,Jacket/Coat,96.0
10006403,175.0,0.0,1,0,38,Desigual GrnPatternJacket,Desigual,Jacket/Coat,
10006052,35.99,0.0,1,1,40,Desigual ombrePnkDress,Desigual,Dress,
10007595,200.0,0.0,1,0,40,Desigual RedPatternJacket US6,Desigual,Jacket/Coat,
10007596,250.0,0.0,1,1,38,DesigualNWT MulticolJacket US4,Desigual,Jacket/Coat,
10009625,19.99,5.0,1,1,,DFA NY Orange Dress XL,,Dress,75.0
10008734,21.99,6.5,1,1,,DFA NYC White Purp Skorts 8,,Other,70.4
10007244,22.99,0.0,1,1,6,DG2 Diane Gilman Grey Pants,,Jeans/Pants,
10007693,33.99,0.0,1,1,16,DG2 GreenGemPant,Dg2,Jeans/Pants,
10005386,28.99,0.0,1,0,12,dialogue skt brw,Dialogue,Other,
10002529,25.99,0.0,1,0,,DialogueCoat_Ar,Dialogue,Jacket/Coat,
10004172,45.99,0.0,1,1,4,Diane Vonfurstenberg Lace Skirt Black,Diane Vonfurstenberg,Skirt,
10005616,21.99,0.0,1,1,L,Dickies Pink Yellow Plaid SS Buttondown,Dickies,Top,
10000949,1.0,0.0,1,0,,DieselJeans_Al,Diesel,Jeans/Pants,
10001606,1.0,0.0,1,0,,DieselJeans_Al,Diesel,Jeans/Pants,
10001811,1.0,0.0,1,0,,DieselJeans_Al,Diesel,Jeans/Pants,
10002156,15.99,0.0,1,0,,DieselJeans_Al,Diesel,Jeans/Pants,
10000333,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10000316,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10000364,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10000385,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10000997,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10001406,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10001695,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10002008,31.99,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10002041,1.0,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10002394,25.99,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10002805,22.99,0.0,1,0,,DieselSkirt_un,Diesel,Skirt,
10009044,24.99,7.65,1,1,,Dina Ariel Metallic Swirl Top S,,Top,69.4
10008527,39.99,16.7,1,0,,Dirty Laundry Y2K Pink Clogs 7.5,,Other,58.2
10005543,24.99,0.0,1,1,S,Disney Gray Minnie Mouse Tshirt,Disney,Top,
10003409,24.99,0.0,1,1,S,Disney Minnie Mouse Tank Top Black,Disney,Top,
10005509,31.99,0.0,1,1,S,Disney Princess Black Tshirt,Disney,Top,
10005461,35.99,0.0,1,0,6,Dissh BlackDress,Dissh,Dress,
10003300,19.99,0.0,1,0,,Distressed Hat_Un,Dkny,Top,
10009108,22.99,8.0,1,1,L,DivaAppared BlackLaceTankTop,Diva Appared,Top,65.2
10006978,23.99,0.0,1,1,S,Divided Beige Strechy Shorts,Divided,Shorts,
10009443,11.99,3.25,1,1,,Divided Black Tank Top XS,,Top,72.9
10008389,14.99,3.75,1,0,4,Divided Black Top,,Top,75.0
10008839,12.99,4.0,1,0,,Divided Blue White Tank Top XS,,Top,69.2
10002337,16.99,0.0,1,1,,Divided Bodysuit,H&M,Top,
10005708,15.99,0.0,1,0,8,Divided Red Gray LS,Divided,Top,
10006959,14.99,0.0,1,0,8,Divided White Blouse,Divided,Top,
10003633,26.99,0.0,1,1,16,divided pant cream,Divided,Jeans/Pants,
10007738,18.99,0.0,1,0,2,Divided RedPolkaDotDress,Divided,Dress,
10004083,29.99,0.0,1,1,M,Dizzy Black Puffer Vest,Dizzy Lizzie,Jacket/Coat,
10005240,38.99,0.0,1,1,8,DJ Jaz Black Dress,DJ Jaz,Dress,
10006252,55.99,0.0,1,0,,Djer Kiss Kissing Fairies Compact 1920s,Djer Kiss,Top,
10007516,19.99,0.0,1,0,,DKNY jacket,,Jacket/Coat,
10005162,22.99,0.0,1,0,XL,DKNY Embellished Floral Top Blk,Dkny,Top,
10005790,15.99,0.0,1,1,L,DKNY PinkTankTop,Dkny,Top,
10007210,23.99,0.0,1,0,M,Do & Be Brown & Green Tank,,Top,
10008861,19.99,6.75,1,1,S,Do + Be Green Gold Skirt,,Skirt,66.2
10003035,32.99,0.0,1,1,,Doe X RaeDress_Dx,Doe & Rae,Dress,
10004748,17.99,0.0,1,0,S,Doe&Rae Wht&Blk Blouse,Doe & Rae,Top,
10008348,9.99,0.0,1,0,,DogScarf,Unknown,Accessories,
10007389,26.99,0.0,1,1,L,Dokotoo BlkWhiStripedetailShirt,Dokotoo,Top,
10005223,24.99,0.0,1,1,XS,Dolan LS Green Top,Dolan,Top,
10008944,250.0,0.0,1,1,,Dolce & Gabbana Black Red Dress,,Dress,
10008774,25.0,6.25,1,1,XL,Dolce C Black Faux Leather Shorts,Dolce Cabo,Shorts,75.0
10007040,29.99,0.0,1,1,8,Dolce Vita Brown Fringe Peep Toe Boots,Dolce Vita,Shoes,
10008039,26.0,6.5,1,1,,DolceCabo Brown Pants M,,Jeans/Pants,75.0
10005450,25.99,0.0,1,0,7.5,DolceVita CreamHeelBoot,Dolce Vita,Shoes,
10003146,85.0,0.0,1,1,,Dollywood Tee,Dooney & Burke,Top,
10004588,16.99,0.0,1,1,L,Dollywood Tshirt,Anvil by Gildan,Top,
10003806,21.99,0.0,1,0,5,Domain Blue Jeans,Domaine,Jeans/Pants,
10007899,36.99,0.0,1,1,,Donald J Pilner Cork Wedge Shoes 11,,Shoes,
10009415,49.99,8.75,1,1,,Donald Pilner Woven Raffia Sandals 8.5,,Top,82.5
10009509,65.99,8.0,1,0,6,Doncaster BrwnBeadedJacket,Doncaster Collection,Jacket/Coat,87.9
10006860,29.99,0.0,1,1,XS,DoncasterC WhiCardigan,Doncaster Collection,Sweater/Cardigan,
10003046,24.99,0.0,1,1,,Donna KaranBodysuit,Donna Karan,Top,
10004428,90.0,0.0,1,2,XS,Donna S Black Faux Fur Leather Fringe,Donna Salyers,Accessories,
10004554,45.0,0.0,1,0,,Dooney & B Small Navy Blue Wristlet Tan Strap,Dooney & Burke,Other,
10005581,115.0,0.0,1,1,,Dooney & Bourke Pebble Grain Top Zip Satchel,Dooney & Burke,Top,
10003221,55.99,0.0,1,1,,Dooney Burke Samba Brwn,Dr Martens,Other,
10008556,85.99,0.0,1,1,,DooneyXB PinkWhiPurse,Dooney & Burke,Accessories,
10008111,35.99,0.0,1,1,L,dordor fur vest,Dor Dor,Top,
10005245,22.99,0.0,1,1,14,Dorothy Perkins Gold Shiny LS Top,Dorothy Perkins,Top,
10005368,22.99,0.0,1,1,4,Dorothy Perkins Purple Tank Top,Dorothy Perkins,Top,
10008541,65.99,0.0,1,1,,DorsetRex5ThAveBag,Dorset,Accessories,
10005797,85.0,0.0,1,-1,,Downey purse,,Accessories,
10006920,30.99,0.0,1,1,M,DoXBe WhiteTieSkirt,Do & Be,Skirt,
10006742,32.99,0.0,1,0,,DPC Army Green Hat with Flower,Doreman Pacific Co.,Accessories,
10007929,19.99,0.0,1,0,S,DR 2 Pink Patterned SS Top,Dr 2,Top,
10007519,28.99,0.0,1,1,8,Drake's LS Blouse Blue,,Top,
10006540,36.99,0.0,1,0,XS,Draper J NWT Orange Blouse,Draper James,Top,
10004327,42.99,0.0,1,0,XS,DraperJames LightPinkDress,Draper James,Dress,
10007745,39.99,0.0,1,1,XL,DraperJames PinkSkirt,Draper James,Skirt,
10004866,32.99,0.0,1,0,L,DraperJNWT DarkPurpSkirt,Draper James,Skirt,
10005507,28.99,0.0,1,1,M,Dream Out Loud Blue Sheer Floral LS,Dream Out Loud,Top,
10000073,32.99,0.0,1,1,,Dreamers by DebutSweater_Wh,Dreamers by Debut,Sweater/Cardigan,
10000119,1.0,0.0,1,0,,Dreamers by DebutSweater_Wh,Dreamers by Debut,Sweater/Cardigan,
10000293,1.0,0.0,1,0,,Dreamers by DebutSweater_Wh,Dreamers by Debut,Sweater/Cardigan,
10000634,1.0,0.0,1,0,,Dreamers by DebutSweater_Wh,Dreamers by Debut,Sweater/Cardigan,
10001848,1.0,0.0,1,0,,Dreamers by DebutSweater_Wh,Dreamers by Debut,Sweater/Cardigan,
10004905,21.99,0.0,1,0,M,dreamers skrt ylw,Built by Dreamers,Skirt,
10006608,18.99,0.0,1,0,M,Dress Forum Lemon Wrap Dress,Dress Forum,Dress,
10003861,20.99,0.0,1,1,18,Dressbarn Black Sheer Longsleeve,Dressbarn,Dress,
10007668,23.99,12.0,1,0,,Dressbarn Black Sleeveless Top S,,Dress,50.0
10008905,22.0,5.5,1,1,,Dressbarn Burgundy Sleeveless L,,Dress,75.0
10006478,34.99,0.0,1,1,L,Dressbarn Gray Swirl Design Top,Dressbarn,Dress,
10006567,32.99,0.0,1,1,XL,Dressbarn NWT Pink Black Sparkle Top,Dressbarn,Dress,
10004450,19.99,0.0,1,1,L,DressBarn BrwnFlowyBlouse,Dressbarn,Dress,
10007541,24.99,0.0,1,0,,Dressy Chosen Vintage LS Blouse,,Dress,
10004321,36.99,0.0,1,0,10,Dromedaris BrwnCutoutShoes,Dromedaris,Shoes,
10007524,22.99,0.0,1,1,,Ducati Monster Catz Yellow T Shirt,,Top,
10003936,19.99,0.0,1,0,M,Dusty Pink Intimate Slip,,Other,
10003982,20.0,0.0,1,1,,Dusty Pink Scarf,,Accessories,
10006861,31.99,0.0,1,1,M,Dylan WhiRuffleBttnDwn,Dylan,Other,
10009370,17.99,5.45,1,1,,E39 by Erve White Denim Vest M,,Jeans/Pants,69.7
10003586,25.99,0.0,1,1,1,Eagel Pink PrplSweater,Eagel LA,Sweater/Cardigan,
10005885,27.99,0.0,1,0,S,Eagle's Eye Black Cardigan w Flw,Eagle's Eye,Sweater/Cardigan,
10005506,25.99,0.0,1,0,S,Earl Jean Jean Jacket,Earl Jean,Jeans/Pants,
10006935,22.99,0.0,1,1,M,EarlJean JeanSkirt,Earl Jean,Skirt,
10006657,18.99,0.0,1,0,L,EartchBound bandana design tanktop,EarthBound,Top,
10007062,19.99,0.0,1,1,6.5,Earth Blue Slide Ons Heels,Earth,Top,
10006612,24.99,0.0,1,0,L,Easel Beige Floral Kimono Top,Easel,Top,
10005024,21.99,0.0,1,1,L,Easel Gray Buttondown Cardigan,Easel,Sweater/Cardigan,
10007999,24.99,0.0,1,1,S,Easel Green Flare Pants,Easel,Jeans/Pants,
10007492,23.99,0.0,1,0,L,Easel Grey LS Top,,Top,
10007858,28.99,0.0,1,1,,Easel Pink Floral Dress S,,Dress,
10008671,17.99,4.5,1,1,XL,East 5th Pink Top,,Top,75.0
10009504,22.99,5.45,1,0,,ECHO Red Satin Corset Top S,,Top,76.3
10002218,15.99,0.0,1,1,,Ecko UnitedTank Top_Za,Ecko United,Top,
10002229,1.0,0.0,1,0,,Ecko UnitedTank Top_Za,Ecko United,Top,
10002259,1.0,0.0,1,0,,Ecko UnitedTank Top_Za,Ecko United,Top,
10002976,25.99,0.0,1,0,,Ecko UnitedTank Top_Za,Ecko United,Top,
10008213,37.99,8.0,1,1,M,Eclipse Black Leather Skirt S,,Skirt,78.9
10005558,26.99,0.0,1,0,M,Eclipse Pink Black White Striped Romper,Eclipse,Romper/Jumpsuit,
10009161,23.99,6.0,1,1,,Ecote Black Tube Top S,,Top,75.0
10007578,24.99,0.0,1,1,4,Eddie B Green Shorts,Eddie Bauer,Shorts,
10004071,35.99,0.0,1,1,S,Eddie Bauer Blk Trench,Eddie Bauer,Jacket/Coat,
10009055,21.99,6.55,1,1,,Eddie Bauer Camo Shorts 10,,Shorts,70.2
10003283,24.99,0.0,1,1,,Eddie Bauer Cardigan,Eddie Bauer,Sweater/Cardigan,
10007785,29.99,0.0,1,1,6,Eddie Bauer Cream Floral SS Dress,Eddie Bauer,Dress,
10003749,34.99,0.0,1,1,4,Eddie Bauer Pale Green Pants,Eddie Bauer,Jeans/Pants,
10006642,22.99,0.0,1,1,XL,Eddie Bauer White Blue Striped Top,Eddie Bauer,Top,
10004679,24.99,0.0,1,1,S,eddie bauer cardigan beige,Eddie Bauer,Sweater/Cardigan,
10004458,17.99,0.0,1,1,L,Eddieb PurpleButtonDwn,Eddie Bauer,Other,
10006063,21.99,0.0,1,1,M,eddiebauer swtshrt prp,Eddie Bauer,Shorts,
10005336,35.99,0.0,1,0,10,EdHardy PinkDetailShoe,Ed Hardy,Top,
10007253,18.99,0.0,1,1,M,Edikted Pink Skirt,,Skirt,
10009247,17.99,5.45,1,1,,Edikted Satin Tie-Front Crop Top XS,,Top,69.7
10008545,22.99,0.0,1,0,S,Edikted PinkMiniskirt,Edikted,Skirt,
10009128,25.99,7.65,1,1,,Edward Green Sleeveless Top M,,Top,70.6
10005306,15.99,0.0,1,1,M,Eight Sixty Blue & White Pattern Tank,Eight Sixty,Top,
10008331,24.99,0.0,1,1,M,EileenFisher OrangeSwtrSet,Eileen Fisher,Sweater/Cardigan,
10007159,22.99,0.0,1,0,L,Ekouaer Grey Sweater Shorts,,Shorts,
10004648,29.99,0.0,1,1,M,Elan Black Dress,Elan,Dress,
10007353,16.99,0.0,1,0,S,Elan grey blouse,Elan,Top,
10009511,21.99,8.0,1,1,S,Elan ScrunchShorts,Elan,Shorts,63.6
10007128,45.99,0.0,1,0,S,Elana Kattau Rainbow Jumpsuit,Elana Kattau,Romper/Jumpsuit,
10000095,24.99,0.0,1,1,,ElanSweater_Fr,Elan,Sweater/Cardigan,
10000565,1.0,0.0,1,0,,ElanSweater_Fr,Elan,Sweater/Cardigan,
10002491,19.99,0.0,1,0,,ElanSweater_Fr,Elan,Sweater/Cardigan,
10002540,1.0,0.0,1,0,,ElanSweater_Fr,Elan,Sweater/Cardigan,
10003731,25.99,0.0,1,1,M,element sweatshirt blk,Element,Top,
10008151,32.99,17.0,1,0,S,elevenses grey knit skirt,Elevenses,Skirt,48.5
10006251,24.99,0.0,1,0,,Elgin American Gold Powder 1950s Compact,Elgin American,Other,
10008478,59.99,22.0,1,1,XS,Elie Tahari Pink Jacket,,Jacket/Coat,63.3
10006825,24.99,6.25,1,1,M,Eliie Tahari Red Sleeveless Top,Elie Tahari,Top,75.0
10009539,25.99,8.0,1,1,S,Elise Ryan Green Dress,Elise Ryan,Dress,69.2
10006800,28.99,0.0,1,1,S,EliTahari RedChainTanktop,Elie Tahari,Top,
10006599,15.99,0.0,1,0,,Elite Belt Silver Checkered,Elite,Accessories,
10006387,18.99,0.0,1,1,,Elite Colorful Gold Belt,Elite,Accessories,
10003947,49.99,0.0,1,1,14,Eliza Black Tulle Dress,Eliza J,Dress,
10005725,45.99,0.0,1,1,10,Eliza J Blue Green Dress,Eliza J,Dress,
10004225,34.99,0.0,1,1,10,Eliza J Multicolor Halter Neck Gold,Eliza J,Top,
10006549,34.99,0.0,1,1,S,Ella Moss Green & Purple Tank,Ella Moss,Top,
10004011,25.99,0.0,1,0,,Ellcont Floral Dress Vintage,Ellcont,Dress,
10006709,25.99,0.0,1,1,16,Elle Baby Pink & Black SL Dress,Elle,Dress,
10008260,21.99,6.0,1,1,,Elle Blue Sleeveless Top XL,,Top,72.7
10003523,21.99,0.0,1,1,M,Elle Cardigan Pink,Elle,Sweater/Cardigan,
10009051,12.99,3.25,1,1,,Elle Red Tank Top L,,Top,75.0
10006013,25.99,0.0,1,1,S,EllenTracy Pnk&YllwTop,Ellen Tracy,Other,
10007734,31.99,0.0,1,1,M,EllenTracy SlvlessTurtleneck,Ellen Tracy,Top,
10002319,39.99,0.0,1,1,,Ellie KaiDress_Te,Ellie Kai,Dress,
10008569,42.99,8.0,1,1,2,Ellie Tahari Dress Multi Color,Elie Tahari,Dress,81.4
10009261,24.99,5.45,1,1,,Ellie Tahari Orange Ribbed Top S,,Top,78.2
10005444,22.99,0.0,1,1,M,Ellie Tahari Blouse Pnk,Elie Tahari,Top,
10003372,21.99,0.0,1,0,8,Elliot Lauren Pants Blue & White,Elliott Lauren,Jeans/Pants,
10000664,1.0,0.0,1,0,,ElodieSkirt_De,Elodie,Skirt,
10001997,39.99,0.0,1,1,,ElodieSkirt_De,Elodie,Skirt,
10005309,10.99,0.0,1,0,M,Eloise Black Tank,Eloise,Top,
10000037,1.0,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10001097,1.0,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10001226,1.0,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10001674,1.0,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10002135,1.0,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10002186,25.99,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10002729,27.99,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10002849,12.99,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10002935,45.99,0.0,1,1,,Elora by GFDress_Co,Elora by GF,Dress,
10002970,22.99,0.0,1,0,,Elora by GFDress_Co,Elora by GF,Dress,
10005828,24.99,0.0,1,0,S,EM Mustard Yellow Top,Em,Top,
10008357,21.99,0.0,1,1,M,Embrase GreenBlouse,Embrace Los Angeles,Top,
10004431,21.99,0.0,1,1,M,Embroidered Pink ZIp-Up,Ashley,Other,
10005647,21.99,0.0,1,1,XXL,Emerald Pink Floral Sheer Top,Emerald,Top,
10008230,23.0,5.75,1,1,,Emily Daniels LS Multi Color XL,,Top,75.0
10006334,22.99,0.0,1,1,M,Emma & Michele Green Linen Dress,Emma & Michele,Dress,
10008935,19.99,5.25,1,1,,Emma James Black Tank Top L,,Top,73.7
10003392,21.99,0.0,1,0,14,Emma James Tank Top Gold,Emma James,Top,
10009521,35.0,8.75,1,1,12,Emma James White Lace LS Top,Emma James,Top,75.0
10004016,16.99,0.0,1,1,,Emma JamesLS Top_Em,Emma James,Top,
10008336,24.99,0.0,1,0,L,EmmaJames PinkFloralSkirt,Emma James,Skirt,
10003606,23.99,0.0,1,1,,EmmaJames VintageFloralBlouse,Emma James,Top,
10007560,16.0,4.0,1,0,L,Emory Park Grey Dress,,Dress,75.0
10005246,18.99,0.0,1,1,S,Emory Park White Crop Top,Emory Park,Top,
10006851,19.99,0.0,1,1,S,emory park white croped blouse,Emory Park,Top,
10003479,59.99,0.0,1,1,XL,Emporio Cueros Jacket Beige,Emporio Cueros,Jacket/Coat,
10007160,39.99,24.0,1,1,S,En Saison Dress Brown,,Dress,40.0
10005754,25.99,0.0,1,1,S,Endless Rose Shiny Pink Skirt,Endless Rose,Skirt,
10004644,29.99,0.0,1,1,8,Enfocus Black Dress,Enfocus Studio,Dress,
10005145,22.99,0.0,1,1,4,EnFocus RoseDress Rd&Blk,Enfocus Studio,Dress,
10009553,25.99,8.0,1,0,4,EnfocusStudio FlowerDress,Enfocus Studio,Dress,69.2
10008761,25.0,6.25,1,0,M,Entro Beige Dress,,Dress,75.0
10007243,18.99,0.0,1,0,L,Entro Black Skirt,,Skirt,
10007287,18.99,0.0,1,0,L,Entro Burnt Orange Skirt,,Skirt,
10006681,29.99,0.0,1,0,L,Entro Green Lilac Skirt,Entro,Skirt,
10003843,20.99,0.0,1,1,L,Entro Teal Checkered Top,Entro,Top,
10004865,24.99,0.0,1,1,L,Entro WhiteBlouse,Entro,Top,
10008493,17.99,5.5,1,1,,Envy Me Sequin Skirt L,,Skirt,69.4
10007066,25.99,0.0,1,1,9,Enzo Angiolini Tan Loafers,Enzo Angiolini,Shoes,
10008004,24.99,0.0,1,1,XL,Epoch Hat,Epoch,Accessories,
10007960,25.0,6.25,1,1,,Eri Ali Black multi-color skirt S,,Skirt,75.0
10009056,50.99,15.99,1,1,,Eric Javits purple hat,Eric Javits,Accessories,68.6
10007949,28.99,0.0,1,1,,Erin London Brown Blazer M,,Jacket/Coat,
10006890,24.99,0.0,1,0,6,EriXAll HotpinkruffleTop,Eri & All,Other,
10005682,34.99,0.0,1,0,,Escada Pants Black XS,,Jeans/Pants,
10008434,23.99,6.0,1,1,,Esley Black Dress M,,Dress,75.0
10008182,19.99,6.0,1,1,S,Esley Yellow Beige Colorful Skirt,Esley,Skirt,70.0
10008406,46.99,11.75,1,1,S,Espirit black coat,Esprit,Jacket/Coat,75.0
10007331,24.99,0.0,1,1,S,Espirit Black Jacket,Esprit,Jacket/Coat,
10007458,37.99,0.0,1,1,6,Espirit Pale Pink Spagetti Strap Dress,Esprit,Dress,
10004615,32.99,0.0,1,0,6,Esprit VINTAGE Brown Leopard,Esprit,Other,
10003073,15.0,0.0,1,0,,Esprit White and Tan belt_Un,Unknown,Accessories,
10009335,21.99,8.0,1,1,L,Esqualo OrangeLSTop,Esqualo,Top,63.6
10004896,26.99,0.0,1,0,M,Essence BlPatternedSkirtWRuffle,Essence,Skirt,
10003176,21.99,0.0,1,1,,Est 1946 Cardigan Sweater,Est 1946,Sweater/Cardigan,
10004671,24.99,0.0,1,1,XL,established 1962 blouse prpl design,Established 1962,Top,
10009318,12.0,8.0,1,1,,EsteeLauder MulticolFruitBag,Estee Lauder,Top,33.3
10005313,35.99,0.0,1,1,38,Etam BrwnBttnJacket,Etam,Jacket/Coat,
10008184,23.99,6.0,1,1,2,ETC Blue Orange Wool Skirt,Etcetera,Skirt,75.0
10004964,32.99,0.0,1,0,4,Etc Gray Skirt Pink Beading,Etcetera,Skirt,
10005112,22.99,0.0,1,1,6,Etc Pink Orange Design Skirt,Etcetera,Skirt,
10006656,14.99,0.0,1,1,0,Etcetera chain design skirt,Etcetera,Skirt,
10007670,28.99,7.0,1,1,,Etcetera Grey Sequin Sweater S,,Sweater/Cardigan,75.9
10006620,27.99,0.0,1,1,6,Etcetera Leopard Print Skirt,,Skirt,
10003544,36.99,0.0,1,1,10,Etcetera Skirt Beige Multi-Color,Etcetera,Skirt,
10006919,29.99,0.0,1,1,4,Etcetera WhiTanstitchSkirt,Etcetera,Skirt,
10002351,24.99,0.0,1,0,,EtceteraVest_Wa,Etcetera,Top,
10007728,24.99,0.0,1,1,S,Ethereal Fuzzy Vest w Drape,Ethereal,Top,
10004380,32.99,0.0,1,0,S,ETWO MulticolBlouse,Etwo,Top,
10007029,14.99,0.0,1,0,S,Eunina White Shorts,Eunina,Shorts,
10008214,39.99,12.99,1,1,,European Black Leather Boots 6,,Shoes,67.5
10009217,26.99,8.0,1,1,,Eurosoft Brown Tassel Loafer Heel 9,,Top,70.4
10008989,23.99,6.55,1,1,,Eva Franco Black Sleeveless 6,,Top,72.7
10004738,34.99,0.0,1,1,6,Evan Picone Blk Jckt,Evan-Picone,Other,
10004008,21.99,0.0,1,1,,Evan-Picone,Evan-Picone,Other,
10007702,31.99,0.0,1,0,4,EvanPicone BlackDress,Evan-Picone,Dress,
10009574,25.99,8.0,1,1,12,EvanPicone BlkDress,Evan-Picone,Dress,69.2
10004264,32.99,0.0,1,1,S,Evereve Pink Cream Tan Patternd Sweater,Evereve,Sweater/Cardigan,
10007784,14.99,0.0,1,1,XS,Evereve Red LS Top,Evereve,Top,
10001095,22.99,0.0,1,1,,Evereve Top,Evereve,Top,
10009264,18.99,4.35,1,1,,Everly Navy Floral Top S,,Top,77.1
