sku,closing_inventory,revenue,inventory_cost,size,product_name,brand_name,product_category
10008621,1,0.0,4.5,M,La Peche SS Top,,Top
10003913,0,24.99,0.0,L,La Sensa Ylw&Gry Halter,La Sensa,Top
10006043,0,22.99,0.0,XL,LaMode MulticolSwtrVest,La Mode,Sweater/Cardigan
10007621,1,0.0,21.5,,LaVigna Brown Cashmere Jacket M,,Jacket/Coat
10004168,0,35.99,0.0,L,Lace Long Tunic Apricot,Unknown,Other
10003571,0,25.99,0.0,L,Lace Red Rose Corset,Lavish,Set
10006030,0,28.99,0.0,S,LaceLongsleeve,Unknown,Other
10005327,0,28.99,0.0,M,Lady&B MaroonVest,Lady and Butler NY,Top
10006672,1,0.0,0.0,M,Lafayette 148 khaki pant,Lafayette 148,Jeans/Pants
10005715,1,0.0,0.0,14,Lafayette Brown Skirt w Embroid,Lafayette 148,Skirt
10005932,0,29.99,0.0,M,Lala Red & White Sheer SL Top,Lala,Top
10004767,0,22.99,0.0,XL,Land's End Pink Zip Up Jacket,Lands End,Jacket/Coat
10005244,0,24.99,0.0,M,Lands End Cardigan Sweater Gray,Lands End,Sweater/Cardigan
10005212,1,0.0,0.0,S,Lands End Gray Jacket,Lands End,Jacket/Coat
10005617,1,0.0,0.0,10,Lands End Red & White Pattern Buttondown,Lands End,Other
10004310,1,0.0,0.0,16,LandsEnd BurntPinkPant,Lands End,Jeans/Pants
10004668,1,0.0,0.0,2,LandsEnd Pinkzipup,Lands End,Other
10005714,1,0.0,0.0,16,Lane Bryant Black Metallic Skirt,Lane Bryant,Skirt
10004094,1,0.0,0.0,XXL,Lane Bryant Black Sequin Sleeveless,Lane Bryant,Top
10007004,1,0.0,0.0,22,Lane Bryant Blk Cardigan,Lane Bryant,Sweater/Cardigan
10004355,1,0.0,0.0,16,Lane Bryant Jeans,Lane Bryant,Jeans/Pants
10008173,1,0.0,6.0,S,Lane Bryant Red SL Thin Vest,Lane Bryant,Top
10005564,1,0.0,0.0,14,Lane Bryant Red Sequin Tank,Lane Bryant,Top
10005465,1,0.0,0.0,28,LaneB GrnFloralTop,Lane Bryant,Other
10005766,1,0.0,0.0,14,LaneBryant GrnPant,Lane Bryant NWT,Jeans/Pants
10006156,0,16.99,0.0,22,LaneBryant NashvilleTshirt,Lane Bryant,Top
10003888,1,0.0,0.0,8,LaneNWT Pink Cowboy Boots,Lane,Shoes
10005742,0,32.99,0.0,34,Lanidor Co Black Dress Gold Studs,Lanidor Collection,Dress
10004596,0,36.99,0.0,L,Lanz VINTAGE Pink Colorful Dress,Lanz Vintage,Dress
10004093,1,0.0,0.0,M,Lanz VINTAGE Yellow Dress,Lanz Vintage,Dress
10007110,0,31.99,0.0,,Lapis Pink & Brown Strapless Dress One Size,Lapis,Dress
10008296,1,0.0,0.0,9,Laredo BrwnBlkStitchBoots,Laredo,Shoes
10006389,0,10.99,0.0,S,Large Brown Braided Belt,Unknown,Accessories
10004517,1,0.0,0.0,,Large Gld&Blk Necklace,Unknown,Accessories
10004491,1,0.0,0.0,S,Lark&Grey BrownJemJacket,Lark X Grey,Jacket/Coat
10002703,1,0.0,0.0,,Larry LevineBlazer,Larry Levine,Jacket/Coat
10005841,0,35.99,0.0,S,Laundry Black Lace SS Top,Laundry,Top
10007855,1,0.0,0.0,,Laundry Black Print Dress 12,,Dress
10004629,1,0.0,0.0,4,Laundry Black Strap Dress,Laundry,Dress
10008455,0,32.99,0.0,M,Laundry Multi-Color Dress,,Dress
10007217,1,0.0,0.0,6,Laundry Pink & Green SL Dress,Laundry by Shelli Segal,Dress
10005925,1,0.0,0.0,XL,Laundry Striped Gray Hoodie Cardigan,Laundry by Shelli Segal,Sweater/Cardigan
10003951,1,0.0,0.0,2,Laundry White Gold Dress,Laundry by Design NWT,Dress
10003644,1,0.0,0.0,M,LaurJeanCo BrwnSweater,Lauren Jeans Company,Jeans/Pants
10005665,1,0.0,0.0,XL,Laura Ashley Purple SL Top,Laura Ashley,Top
10003403,1,0.0,0.0,S,Laura Ashley LS Top Black & White,Laura Ashley,Top
10004975,1,0.0,0.0,20,Laura Scott Black SL Mock Neck,Laura Scott,Other
10002677,1,0.0,0.0,,Laura ScottCover All_Si,Laura Scott,Other
10002673,1,0.0,0.0,,Laura ScottCoverall_PS,Laura Scott,Other
10006368,1,0.0,0.0,11,LauraAshley BlkShirt,Laura Ashley,Top
10004070,0,25.99,0.0,7.5,LauraAshley Gld Kitten,Laura Ashley,Other
10005827,0,22.99,0.0,M,Lauren Conrad Black Uni Top,Lauren Conrad,Top
10003394,1,0.0,0.0,S,Lauren Conrad Jacket Brown,Lauren Conrad,Jacket/Coat
10007318,1,0.0,0.0,6,Lauren Green Jeans,Ralph Lauren,Jeans/Pants
10002681,1,0.0,0.0,,Lauren JamesJacket_Ta,Lauren James,Jacket/Coat
10004732,1,0.0,0.0,M,Lauren Jeans LS Buttondown,Lauren Ralph Lauren,Jeans/Pants
10006966,0,37.99,0.0,S,Lauren RL White Off Shoulder Top,Lauren Ralph Lauren,Top
10008688,1,0.0,8.0,,Lauren Ralph Lauren Faux Fur Vest XXL,,Top
10008713,1,0.0,7.5,,Lauren Ralph Lauren Green T-Shirt L,,Top
10008235,1,0.0,6.5,,Lauren Ralph Lauren White Shorts 10,,Shorts
10006106,0,16.99,0.0,M,LaurenC BlkShortSlveTop,Lauren Conrad,Shorts
10004441,1,0.0,0.0,XS,Lavender Cargo,Soho Blue,Other
10004362,1,0.0,0.0,M,Lavender Field Purple Blouse,Lavender Field,Top
10006774,1,0.0,0.0,M,Laxman Collection Rainbow Hoodie,Laxman Collection,Other
10007972,0,14.40774,0.0,,Le Chateau Leopard Boustier M,,Accessories
10008007,1,0.0,0.0,M,Le Lis Black Knit Dress,Le Lis,Dress
10006994,0,19.99,0.0,S,Le Lis Black SL Silver Fringe Top,Le Lis,Top
10007226,0,27.99,0.0,M,Le Lis Orange Romper,,Romper/Jumpsuit
10008647,1,0.0,4.0,,LeLis Grey White SS Top M,,Top
10006743,1,0.0,0.0,,Leader Pink Butterfly Bedazzled Hat,Leader,Accessories
10004548,0,135.0,0.0,S,Leather Fringe Dress,,Dress
10007844,0,21.99,0.0,,Leather Strap Medallion Necklace,,Accessories
10001106,0,24.99,0.0,,Led Zeppelin Tee,Led Zeppelin,Top
10003845,1,0.0,0.0,12,Lei Low Rise Jean,Lei,Jeans/Pants
10007165,1,0.0,0.0,M,Lela Rose Dress Beige,,Dress
10006584,0,38.99,0.0,L,Lellis Collection Jean Romper,Lelis Collection,Jeans/Pants
10005694,1,0.0,0.0,8,Lena Gabrielle Black Design Leggings,Lena Gabrielle,Jeans/Pants
10003831,1,0.0,0.0,10,Lena Gabrielle Floral Leggings,Lena Gabrielle,Jeans/Pants
10008543,0,27.99,0.0,12,LenaG CreamBttnBlazer,Lena Gabrielle,Jacket/Coat
10003471,1,0.0,0.0,XXL,Leo & Nicole Cardigan Grey,Leo & Nicole,Sweater/Cardigan
10008661,1,0.0,4.5,,Les Serein SS Top Bluegreen XL,,Top
10000064,0,28.99,0.0,,Letty & Me,Letty & Me,Other
10003161,1,0.0,0.0,,Letty & Me Cardigan,Letty & Me,Sweater/Cardigan
10004783,1,0.0,0.0,27,Level 99 Army Green Button Up Pants NWT,Level 99,Jeans/Pants
10000168,1,0.0,0.0,,Levi Strauss X CoJeans_Ba,Levi Strauss & Co,Jeans/Pants
10007877,1,0.0,4.75,,Levi's 314 Stretch Jeans S,,Jeans/Pants
10007876,1,0.0,4.75,,Levi's 314 stretch black S,,Other
10007493,1,0.0,0.0,8,Levi's Beige Pants,,Jeans/Pants
10007319,0,18.99,0.0,,Levi's Cut Off Shorts 501,Levi Strauss & Co,Shorts
10007909,1,0.0,0.0,3,Levi's Jean Skirt VINTAGE,Levi Strauss & Co,Skirt
10003511,1,0.0,0.0,XL,Levi's Jeans Pink,Levi Strauss & Co,Jeans/Pants
10007301,0,26.99,0.0,30,Levi's White Shorts,Levi Strauss & Co,Shorts
10003054,0,28.99,0.0,,LeviJeans,Levixs,Jeans/Pants
10001565,1,0.0,0.0,,Levis Black Jeans,Levixs,Jeans/Pants
10007332,1,0.0,0.0,29,Levis Cut Off Black Shorts W,Levi Strauss & Co,Shorts
10005172,1,0.0,0.0,6,Levis Jeans Pnk,Levi Strauss & Co,Jeans/Pants
10005036,1,0.0,0.0,2,Levis Slm Strght Jeans,Levi Strauss & Co,Jeans/Pants
10007840,0,19.99,0.0,,Lia Sophia Necklace,,Accessories
10004619,1,0.0,0.0,XL,Liangcai Black & Yellow Dress,Liangcai,Dress
10007162,0,32.99,0.0,XL,Libra LS Blouse Multi-Color,,Top
10005905,0,25.99,0.0,11,Life Stride Black Riding Boots,Life Stride,Shoes
10006624,0,14.99,0.0,,Life is Good Pink Adjustable,,Accessories
10004320,1,0.0,0.0,9,LifeStride BrwnAnklBoots,Life Stride,Shoes
10006705,0,11.99,0.0,XL,Light Blue Cotton Vest w Buttons,Unknown,Top
10006689,0,19.99,0.0,XL,Light Wash Jean Vest,Unknown,Jeans/Pants
10004448,1,0.0,0.0,16,Light Wash Straight Leg,Abercrombie & Fitch,Other
10004420,1,0.0,0.0,20,LightWashJeans,Kut,Jeans/Pants
10003874,1,0.0,0.0,M,Like an Angel Pink Multi Color Pants,Like an Angel,Jeans/Pants
10009806,0,31.99,0.0,4,Lila & Sophie NWT Black Pants w Sequins,Lila & Sophie,Jeans/Pants
10005122,0,28.99,0.0,L,Lila Rose Black Floral SL Dress,Lila Rose,Dress
10005735,1,0.0,0.0,XS,Lili Sidonio Pink Floral Skirt,Lili Sidonio,Skirt
10007654,1,0.0,34.0,,Lilly Pulitzer White Dress XS,,Dress
10006112,1,0.0,0.0,S,LillyP LightBluCardigan,Lilly Pulitzer,Sweater/Cardigan
10008667,1,0.0,3.0,,Lily Bleu Yellow SS Top,,Top
10005654,0,17.99,0.0,L,Lily Brown SS Top,Lily White,Top
10006809,0,45.99,0.0,,Lily Pulitzer Orange Dress,Lily Pulitzer,Dress
10005150,0,24.99,0.0,S,Lily White Floral Top Brwn&Pnk,Lily White,Top
10006853,1,0.0,0.0,XL,Lily white NWT shear white long sleeve blouse,Lily White,Top
10005210,0,22.99,0.0,2,Limited Black Skirt,The Limited,Skirt
10004998,1,0.0,0.0,XS,Limited Navy Blue Green Pattern LS,The Limited,Top
10004577,1,0.0,0.0,S,Limited Shiny Shortsleeve,The Limited,Shorts
10005759,1,0.0,0.0,12,Limited BlkSequintop,The Limited,Other
10006407,1,0.0,0.0,M,Limited BlkSheerBttnDwn,The Limited,Other
10006838,0,25.99,0.0,L,Linda Anderson black sundress,Linda Anderson,Dress
10005197,1,0.0,0.0,XL,Linden Hill Red Buttondown LS,Linden Hill,Top
10008423,1,0.0,5.0,,Linea Donatella Blue Camisole XL,,Top
10004660,0,18.99,0.0,S,LineaD WhtLaceDress,Linea Donatella,Dress
10005067,1,0.0,0.0,L,Linen BttnDwn Teal,Unknown,Other
10006261,0,28.99,0.0,M,Lisa Says Gah Strawberry Sweater Blue,Lisa Says Gah,Sweater/Cardigan
10006099,0,21.99,0.0,XS,LiseC BluelaceCami,Lise Charmel,Top
10005370,0,32.99,0.0,M,Lisette Floral Pants Offwhite,Lisette,Jeans/Pants
10007750,1,0.0,0.0,10,Lisette BrwnGreyPant,Lisette,Jeans/Pants
10007261,0,45.99,0.0,L,Listicle Light Blue Dress,,Dress
10007101,1,0.0,0.0,,Little Caesars Hat Orange,Little Caesars,Accessories
10005415,0,45.99,0.0,S,LiuJo PurpKnitDress,Liu Jo,Dress
10004821,1,0.0,0.0,XL,Live To Be Spoiled Red Striped Crop Top,Live To Be Spoiled,Top
10007437,0,32.99,0.0,,Live a Little Tan Jacket,,Jacket/Coat
10005003,0,11.99,0.0,S,Live in the Moment Beige SL Crop Top,Live in the Moment,Top
10005692,1,0.0,0.0,12,Liverpool Gray Dress Pants,Liverpool,Dress
10003498,1,0.0,0.0,6,Liverpool Jeans Black,Liverpool,Jeans/Pants
10006887,1,0.0,0.0,XS,LiverpoolLA BlueLongsleeveTop,Liverpool LA,Other
10004487,1,0.0,0.0,M,LiverpoolLA PinkButtonDown,Liverpool LA,Other
10006529,1,0.0,0.0,XXL,Liz & Me Hot Pink Buttondown,Liz & Me,Other
10008644,1,0.0,4.75,,Liz & Sara Blue Bodysuit XL,,Top
10007986,0,13.99,0.0,M,Liz C Black Leather Belt,Liz Claiborne,Accessories
10007710,0,24.99,0.0,6,Liz C Pale Yellow Vest & Skirt Set,Liz Claiborne,Skirt
10005661,1,0.0,0.0,XL,Liz C Pink Floral Blouse,Liz Claiborne,Top
10006533,0,22.99,0.0,S,Liz C Red SS Buttondown,Liz Claiborne,Top
10006268,0,24.99,0.0,8,Liz Claiborne Black Denim Dress,Liz Claiborne,Dress
10007070,0,10.99,0.0,8.5,Liz Claiborne Brown Flats,Liz Claiborne,Shoes
10003508,1,0.0,0.0,,Liz Claiborne Pants Beige,Liz Claiborne,Jeans/Pants
10007060,1,0.0,0.0,8.5,Liz Claiborne Red Sling FLats,Liz Claiborne,Shoes
10006949,1,0.0,0.0,14,Liz Claiborne White Capri's,,Other
10000176,1,0.0,0.0,,Liz ClaibornePants,Liz Claiborne,Jeans/Pants
10008315,1,0.0,0.0,,LizClaiborne FlowerScarf,Liz Claiborne,Accessories
10008215,1,0.0,5.5,,Loft Beige Green Skirt 2P,,Skirt
10006522,1,0.0,0.0,L,Loft Beige White Flw Shirt,Loft,Top
10004204,0,37.99,0.0,00,Loft Black & White Stripe Dress NWT,Ann Taylor LOFT,Dress
10007129,1,0.0,0.0,XL,Loft Black & Wht Shorts,Loft,Shorts
10006260,0,18.99,0.0,S,Loft Black Cardigan,Loft,Sweater/Cardigan
10006264,0,25.99,0.0,L,Loft Black Dress,Loft,Dress
10005133,0,23.99,0.0,8,Loft Black Floral Dress,Loft,Dress
10006955,1,0.0,0.0,L,Loft Black Sequin Tank,Loft,Top
10008436,1,0.0,5.25,,Loft Black Sleeveless Top XS,,Top
10008461,0,16.99,0.0,,Loft Black White Top M,,Top
10004350,1,0.0,0.0,S,Loft Blk&Wh Plaid Top,Loft,Top
10005593,1,0.0,0.0,S,Loft Blue Blouse,Loft,Top
10006680,0,21.99,0.0,S,Loft Blue Floral Skirt,Loft,Skirt
10008392,1,0.0,7.0,,Loft Blue Striped Pants 4,,Jeans/Pants
10008397,1,0.0,5.0,,Loft Blue White Pants 2P,,Jeans/Pants
10007008,1,0.0,0.0,S,Loft Blush Floral SL Top,Loft,Top
10004766,0,14.99,0.0,L,Loft Colorful Sheer SS,Loft,Top
10005619,0,15.99,0.0,M,Loft Dark Blue Tank w White Stars,Loft,Top
10005563,1,0.0,0.0,M,Loft Gray Light Cardigan,Loft,Sweater/Cardigan
10005652,1,0.0,0.0,L,Loft Gray SL Top,Loft,Top
10005975,1,0.0,0.0,M,Loft Gray Satin Tank w Design,Loft,Top
10004183,1,0.0,0.0,4,Loft Gray Skirt,Ann Taylor LOFT,Skirt
10005537,1,0.0,0.0,S,Loft Gray Sweater w Floral Underlayer,Loft,Sweater/Cardigan
10007018,1,0.0,0.0,XS,Loft Green Army Jacket,Loft,Jacket/Coat
10007795,1,0.0,0.0,10,Loft Green Corduroy Pants,Loft,Jeans/Pants
10003294,0,19.99,0.0,,Loft Green Front Pocket Skirt,Loft,Skirt
10005671,1,0.0,0.0,L,Loft Green Pink Top,Loft,Top
10006611,1,0.0,0.0,14,Loft Green Suede Skirt,Loft,Skirt
10003464,1,0.0,0.0,XXL,Loft Houndstooth Pants Red & Black,Loft,Jeans/Pants
10004974,1,0.0,0.0,M,Loft LS Black Dress with Colors,Loft,Dress
10004152,1,0.0,0.0,S,Loft Long Sleeve Blk&Brwn Top,Loft,Top
10005599,1,0.0,0.0,XL,Loft Magenta Pattern SS Top,Loft,Top
10004334,1,0.0,0.0,L,Loft Navy Blue Floral Shortsleeve,Loft,Shorts
10005549,1,0.0,0.0,S,Loft Off White Cardigan w Ruffles,Ann Taylor LOFT,Sweater/Cardigan
10006823,0,15.99,0.0,8,Loft Off White Pattern Shorts,Loft,Shorts
10005685,1,0.0,0.0,10,Loft Pants Black & White,,Jeans/Pants
10004755,1,0.0,0.0,8,Loft Pink Capri Pants,Loft,Jeans/Pants
10006532,1,0.0,0.0,M,Loft Pink Pattern SL Top,Loft,Top
10007608,1,0.0,0.0,XS,Loft Pink Short,,Shorts
10004205,0,27.99,0.0,XS,Loft Pink Shortsleeve Shirt,Loft NWT,Shorts
10008475,1,0.0,6.0,,Loft Pink Sleeveless Top 6,,Top
10008681,1,0.0,4.5,,Loft Pink Sleeveless Top M,,Top
10006714,1,0.0,0.0,XS,Loft Red Patterned Skirt,Loft,Skirt
10007449,1,0.0,0.0,S,Loft SL Animal Print Top,Loft,Top
10008250,0,18.99,0.0,,Loft Sleeveless Blue White Top M,,Top
10008641,1,0.0,4.0,S,Loft Sleeveless Top,,Top
10007583,1,0.0,0.0,8,Loft Tan Shorts,Loft,Shorts
10006767,1,0.0,0.0,10,Loft Tan Skirt,Loft,Skirt
10003387,1,0.0,0.0,M,Loft Tank Top Brown,Loft,Top
10008204,0,24.99,0.0,,Loft White Cherry LS Blouse S,,Top
10005554,1,0.0,0.0,XS,Loft White Knit Cardigan,Loft,Sweater/Cardigan
10007306,1,0.0,0.0,6,Loft White Skirt w Buttons,Loft,Skirt
10005888,1,0.0,0.0,XL,Loft White Wrap Sweater,Loft,Sweater/Cardigan
10008112,0,24.99,0.0,M,Loft knit tanktop,Loft,Sweater/Cardigan
10005093,1,0.0,0.0,M,Loft Floral Slvlss Top Grn,Loft,Top
10005092,1,0.0,0.0,M,Loft Scallop Tank Teal,Loft,Top
10005070,1,0.0,0.0,XS,Loft Slvss Top Purple,Loft,Top
10003641,1,0.0,0.0,XS,Loft BlueFloralTop,Loft,Other
10005291,1,0.0,0.0,S,Loft GreyFloral,Loft,Other
10004655,1,0.0,0.0,S,Loft GreySweater,Loft,Sweater/Cardigan
10005778,1,0.0,0.0,S,Loft LaceShirt,Loft,Top
10007740,0,24.99,0.0,0,Loft MulticolPatternSkirt,Loft,Skirt
10004300,1,0.0,0.0,XS,Loft Pink Sweater,Loft,Sweater/Cardigan
10006802,1,0.0,0.0,XS,Loft PinkButtnDwnBlouse,Loft,Top
10005316,1,0.0,0.0,XS,Loft PinkCardigan,Loft,Sweater/Cardigan
10006086,1,0.0,0.0,8,Loft PinkFloralShorts,Loft,Shorts
10006015,1,0.0,0.0,XS,Loft PnkCardigan,Loft,Sweater/Cardigan
10006091,1,0.0,0.0,M,Loft PnkFloralTop,Loft,Other
10006006,1,0.0,0.0,XL,Loft PurpCardigan,Loft,Sweater/Cardigan
10006894,1,0.0,0.0,XS,Loft RedfloralTop,Loft,Other
10005283,1,0.0,0.0,S,Loft YellowleafTop,Loft,Other
10002961,1,0.0,0.0,,LoftSleeveless Top_Ce,Loft,Top
10000887,1,0.0,0.0,,LoftSweater_Do,Loft,Sweater/Cardigan
10002220,1,0.0,0.0,,LoftTank Top_Ba,Loft,Top
10002179,1,0.0,0.0,,LoftTee Shirt_Mi,Loft,Top
10007352,1,0.0,0.0,0,Lohla sport checkered navy skirt,Lohla,Skirt
10008442,1,0.0,16.25,M,Lola Green Dress,,Dress
10007468,0,29.99,0.0,8,London Times Blue White SL Dress,London Times,Dress
10006310,0,22.99,0.0,6,London Times Teal Pink Dress,London Times,Dress
10006893,1,0.0,0.0,M,LondonFog LilacTranchCoat,London Fog,Jacket/Coat
10006847,0,49.99,0.0,S,Long white skirt,Unknown,Skirt
10005421,1,0.0,0.0,XL,Looks GrnFloralBttnDwn,Looks,Other
10007423,1,0.0,0.0,10,Lord & Taylor Copper Heal's,,Other
10003935,0,16.99,0.0,M,Lorraine Intimate Dress,Lorraine,Dress
10007192,1,0.0,0.0,6,Los Angeles Atelier Black Dress,,Dress
10007910,1,0.0,0.0,L,Lost & Wander Beige Overall Dress,Lost & Wander,Dress
10003801,1,0.0,0.0,M,Lottie Moss Yellow Crop Top,Lottie Moss,Top
10006720,0,18.84062,0.0,M,Lou & Grey Multicolor Striped Top,Lou X Grey by Loft,Top
10006870,1,0.0,0.0,S,LouXGrey CreamCardigan,Lou X Grey,Sweater/Cardigan
10005041,1,0.0,0.0,6,Loudmouth Multi-Pattern Skirt,Loudmouth Ladies,Skirt
10005451,1,0.0,0.0,8.5,LouiseEtCie SilverpointShoe,Louise Et Cie,Shoes
10006355,1,0.0,0.0,XL,LouxGrey CrmAsymmJacket,Lou X Grey by Loft,Jacket/Coat
10005202,1,0.0,0.0,S,Love 21 Purple Pink Patterned Skirt,Love21,Skirt
10008668,1,0.0,4.0,,Love Blossom Blue Sleeveless Top M,,Top
10005920,1,0.0,0.0,S,Love Change Purple Sweater,Love Change,Sweater/Cardigan
10000127,1,0.0,0.0,,Love ChangeSweater,Love Change,Sweater/Cardigan
10004078,1,0.0,0.0,S,Love Culture Button Jacket,Love Culture,Jacket/Coat
10002204,0,15.99,0.0,,Love Fire Bodysuit Black,Love Fire,Top
10002177,1,0.0,0.0,,Love JBodysuit_St,Love J,Top
10007161,0,28.99,0.0,,Love Riche,,Other
10007274,1,0.0,0.0,M,Love Tree Black Top,,Top
10008700,1,0.0,6.5,S,Love Tree Camo Vest,,Top
10007627,0,25.99,0.0,,Love Tree Faux Fur Hoodie Vest M,,Top
10002697,0,25.99,0.0,,Love TreeJacket_St,Love Tree,Jacket/Coat
10008186,0,21.99,0.0,5,Love on Yellow Blue Skirt,Love On A Hanger,Skirt
10008258,1,0.0,6.0,,Love on a hanger Embroidered Cami L,,Top
10004353,0,25.99,0.0,S,Loveriche Brown Skirt,Loveriche,Skirt
10005750,1,0.0,0.0,S,Loverocks Sheer Floral Top,Loverocks,Top
10006776,0,34.99,0.0,,Lovers& Friends Floral Mini Dress Sz S,Lovers + Friends,Dress
10007349,1,0.0,0.0,5,Lovesick jean short,LOVEsick,Shorts
10007179,0,37.99,0.0,M,Lovestitch Dress Pink White,,Dress
10005673,1,0.0,0.0,10,Lucky Blue Jeans,Lucky Brand,Jeans/Pants
10003359,1,0.0,14.99,8,Lucky Brand Burgundy Boots,Lucky Brand,Shoes
10007051,1,0.0,0.0,10,Lucky Brand Heel Sandals Tan,Lucky,Top
10004175,1,0.0,0.0,8,Lucky Brand Shoes,Lucky Brand,Shoes
10003822,1,0.0,0.0,S,Lucky Brand Tan & Black Sweater,Lucky Brand,Sweater/Cardigan
10002751,1,0.0,0.0,,Lucky BrandLS Top_Ke,Lucky Brand,Top
10000155,0,24.99,0.0,,Lucky BrandSS Top_Za,Lucky Brand,Top
10002028,1,0.0,0.0,,Lucky BrandSweater_Ge,Lucky Brand,Sweater/Cardigan
10002378,0,14.99,0.0,,Lucky BrandTee Shirt_DI,Lucky Brand,Top
10007433,1,0.0,0.0,6,Lucky Brands Camo Pants,,Jeans/Pants
10007518,1,0.0,0.0,M,Lucky Legend Red Pants,,Jeans/Pants
10004466,1,0.0,0.0,8,LuckyB BlueJeans,Lucky Brand,Jeans/Pants
10005328,1,0.0,0.0,XS,LuckyB RedWhiBlShirt,Lucky Brand,Top
10005057,1,0.0,0.0,S,LuckyBrand FluerDeLis Shirt Blk&Wht,Lucky Brand,Top
10005064,0,15.99,0.0,S,LuckyBrand PinkFloyd Tee Yllw,Lucky Brand,Top
10005777,1,0.0,0.0,L,LuckyBrand Blk&TanBlouse,Lucky Brand,Top
10006806,1,0.0,0.0,L,LuckyBrand GreySweater,Lucky Brand,Sweater/Cardigan
10006138,1,0.0,0.0,XS,LuckyBrand PnkRedLongSlve,Lucky Brand,Other
10005404,1,0.0,0.0,XL,LuckyBrand RedbttnBlouse,Lucky Brand,Top
10006801,1,0.0,0.0,S,LuckyBrand USAlongsleeve,Lucky Brand,Other
10004576,1,0.0,0.0,M,Lucy in the Sky Black Sequin Mini Dress,Lucy in the Sky,Dress
10004337,1,0.0,0.0,M,Luii Black Fashion Trenchcoat,Luii,Jacket/Coat
10006461,1,0.0,0.0,L,LulaRoe Orange Floral Shawl,LulaRoe,Other
10007292,0,24.85961,0.0,S,Lulu's Gold Dress,,Dress
10006342,1,0.0,0.0,L,Lulus Black Floral Bodysuit,Lulus,Top
10007221,1,0.0,0.0,M,Lulus Blue SL Dress,Lulus,Dress
10006997,1,0.0,0.0,XL,Lulus Blue White Detail Skirt,Lulus,Skirt
10008507,1,0.0,5.3,,Lulus Floral Smock Crop Top M,,Top
10008284,0,18.0,0.0,S,Lulus Satin Off White Top,Lulus,Top
10004223,0,24.99,0.0,M,Lulus White Ruffle Two Piece Set,Lulus,Set
10005458,0,24.99,0.0,S,Lulus BlueFloralBlouse,Lulus,Top
10008345,0,24.99,0.0,S,Lulus CreamLaceBttnDress,Lulus,Dress
10007374,0,23.99,0.0,S,Lulus PinkHalterBodysuit,Lulus,Top
10004595,1,0.0,0.0,M,Lush Black Chiffon Dress,Lush,Dress
10004800,0,24.99,0.0,M,Lush Dark Blue Satin Top,Lush,Top
10006291,0,21.99,0.0,M,Lush Hot Pink Halter Dress,Lush,Dress
10004459,1,0.0,0.0,M,Lush BlkBlouse,Lush,Top
10008575,1,0.0,8.0,XS,Lush BlkDress,Lush,Dress
10004931,1,0.0,0.0,S,Lush MulticolDress,Lush,Dress
10007420,0,14.99,0.0,S,LushBlkSheermulticolTop,Lush,Other
10002653,1,35.99,0.0,,LushLS Top_Ro,Lush,Top
10005331,0,24.99,0.0,S,LushNWT Navy&RedBlouse,Lush,Top
10007662,1,0.0,7.0,,Luxe LS Blouse Green S,,Top
10005842,1,0.0,0.0,S,Luxe Pink Floral Tank,Luxe,Top
10007930,0,19.05554,0.0,L,Luxology Beige Pink SL Long Dress,Luxology,Dress
10007124,0,29.99,0.0,,Lydia USA Black Rhinestone Corset,Lydia,Set
10008191,1,0.0,6.0,L,Lyn Burcher Clay Orange Top,Lyn Burcher,Top
10003505,0,34.99,0.0,M,Lysse NY Pants Brown,Lysse New York,Jeans/Pants
10003784,1,0.0,0.0,10,M Jeans Dusty Pink Pants,M Jeans,Jeans/Pants
10008657,1,0.0,5.5,L,M USA Black Top Lace Detail,M Usa,Top
10005175,0,18.99,0.0,XL,M&M Strplss Dress Grn&Blk,M&M,Dress
10006417,1,0.0,0.0,M,MFL GreenZipUp,Made For Life,Other
10005873,1,0.0,0.0,M,MINS Brown Knit SS,Mins,Sweater/Cardigan
10004033,1,0.0,0.0,,"MIckey, IncTee Shirt_MM","MIckey, Inc",Top
10008381,0,15.99,0.0,4,MNG white and blue floral blouse,Mng,Top
10005314,1,0.0,0.0,M,MSK MulticolFloralDress,Msk,Dress
10001115,1,0.0,0.0,,MSKMSK Sporty Dress,Msk,Dress
10005411,1,0.0,0.0,L,MTC BlktieCover,More To Come,Other
10005508,0,17.99,0.0,S,MTV Branded White Tshirt,Mtv,Top
10007600,1,0.0,0.0,,Maariyah Green White Halter Top XS,,Top
10005135,1,0.0,0.0,S,Mable Purple LS Crop Top,Mable,Top
10006055,0,22.99,0.0,S,Mable BrntOrangeTop,Mable,Other
10006166,1,0.0,0.0,S,Mable SilverSparkleSkirt,Mable,Skirt
10008312,1,0.0,11.25,XL,Mac & Jac Green Blazer,Mac & Jac,Jacket/Coat
10004788,0,25.99,0.0,,Macrame Bag,Unknown,Accessories
10008528,1,0.0,27.25,,Madden Girl Flower Cork 7.5,,Other
10003333,0,27.99,0.0,,Madden Girl Pink Strap Leather Heals,Madden Girl,Top
10002658,1,0.0,0.0,,Madden NYCTank Top_Su,Madden NYC,Top
10003599,1,0.0,0.0,,MaddenGirl SilverBag,Madden Girl,Accessories
10005864,1,0.0,0.0,L,Madewell Black Buttondown Cardigan,Madewell,Sweater/Cardigan
10007880,0,19.0,0.0,0,Madewell Blue Skirt,,Skirt
