datetime,date,hour,month,day_of_week,week_num,receipt_number,total_items,subtotal,sales_tax,total_discount,total,details,register
2026-05-16 20:13:41,2026-05-16,20,5,Saturday,20,515,1.0,32.99,3.05,0.0,36.04,1 X Philosophy Black/White Dress Size S,POS 2
2026-05-16 19:42:50,2026-05-16,19,5,Saturday,20,514,1.0,195.0,18.04,0.0,213.04,1 X Black leather coach purse,POS 2
2026-05-16 19:07:23,2026-05-16,19,5,Saturday,20,513,1.0,18.99,1.76,0.0,20.75,1 X Nautica Off White Pinstripe Vest Top / Size 4,POS 2
2026-05-16 18:58:03,2026-05-16,18,5,Saturday,20,512,1.0,15.99,1.48,0.0,17.47,1 X LuckyBrand/ PinkFloyd Tee/ Yllw/ Size S,POS 2
2026-05-16 18:57:07,2026-05-16,18,5,Saturday,20,511,1.0,15.99,1.48,0.0,17.47,1 X Papaya/DrawStringShirt/SizeM,POS 2
2026-05-16 18:55:30,2026-05-16,18,5,Saturday,20,510,1.0,14.99,1.39,0.0,16.38,1 X Known Supply Green SS Shirt / Size S,POS 2
2026-05-16 18:22:12,2026-05-16,18,5,Saturday,20,509,1.0,17.99,1.66,0.0,19.65,1 X Cider SS Top Size S,POS 2
2026-05-16 17:52:50,2026-05-16,17,5,Saturday,20,508,3.0,69.98,6.47,0.0,76.45,1 X kimchi blue white blouse/m + 1 X BrynWalker/BrwnBttnDwn/SizeS + 1 X Papaya Dress Multi-Color Size M,POS 2
2026-05-16 17:41:06,2026-05-16,17,5,Saturday,20,507,1.0,59.99,5.55,0.0,65.54,1 X Silver Dragon Green Blazer Size M,POS 2
2026-05-16 16:43:25,2026-05-16,16,5,Saturday,20,506,1.0,40.0,3.7,0.0,43.7,2 X Flowers + -1 X Discount,POS 2
2026-05-16 16:25:06,2026-05-16,16,5,Saturday,20,505,0.0,21.99,2.03,0.0,24.02,1 X Plenty/Blue&BlkFlowerDress/Size6 + -1 X Discount,POS 2
2026-05-16 16:09:41,2026-05-16,16,5,Saturday,20,504,4.0,63.48,5.87,0.0,69.35,1 X Flowers + 1 X Black Crop Top / Size XS + 1 X Loft Sleeveless Blue/White Top M + 1 X REdTOP/SizeM,POS 2
2026-05-16 16:05:05,2026-05-16,16,5,Saturday,20,503,3.0,62.97,5.82,0.0,68.79,1 X Nasty Girl Silver Top Size 10 + 1 X GianiBini/TanCropTankTop/SizeM + 1 X Cinema Pink Lace Tulle Lingerie / Size M,POS 2
2026-05-16 14:40:24,2026-05-16,14,5,Saturday,20,502,3.0,230.98,21.37,0.0,252.35,1 X Dazy Blue Sheer LS W Tie Front / Size L + 1 X BananaR/ChainGemNecklace + 1 X Coach Pink Madison Hobo,POS 2
2026-05-16 14:08:07,2026-05-16,14,5,Saturday,20,501,3.0,50.49,4.67,0.0,55.16,1 X Wild Fable White Dress Size S + 1 X White Flower Ring 1 + 1 X Flowers,POS 2
2026-05-16 13:41:23,2026-05-16,13,5,Saturday,20,500,1.0,12.99,1.2,0.0,14.19,1 X multi colored shortsleeve blouse/m,POS 2
2026-05-16 13:38:33,2026-05-16,13,5,Saturday,20,499,3.0,64.97,6.01,0.0,70.98,1 X Ann Taylor Baby Pink Tank / Size L + 1 X Christina Black/White Sleeveless L + 1 X black and tan design blouse/14,POS 2
2026-05-16 13:12:29,2026-05-16,13,5,Saturday,20,498,0.0,20.0,1.85,0.0,21.85,1 X Style U White Tube Top / Size M + -1 X Discount,POS 2
2026-05-16 13:11:26,2026-05-16,13,5,Saturday,20,497,0.0,22.99,2.13,0.0,25.12,1 X WHBM/BlkcinchTop/SizeL + -1 X Discount,POS 2
2026-05-16 12:55:28,2026-05-16,12,5,Saturday,20,496,2.0,52.98,4.9,0.0,57.88,1 X Paani/MulticolFlowerDress/SizeS + 1 X Sofft Elsa Blue Sandals/Size,POS 2
2026-05-16 12:41:04,2026-05-16,12,5,Saturday,20,495,3.0,51.97,4.81,0.0,56.78,1 X BlkSheerTshirt/SizeL + 1 X Eloise Black Tank / Size M + 1 X HyFve Black Top/Size M,POS 2
2026-05-16 12:36:57,2026-05-16,12,5,Saturday,20,494,2.0,50.98,4.72,0.0,55.7,1 X Yellow Chic Vintage T Shirt Size L + 1 X Gray Floral Sparkly Hat,POS 2
2026-05-16 11:50:44,2026-05-16,11,5,Saturday,20,493,1.0,23.99,2.22,0.0,26.21,1 X Pink Chic Vintage T Shirt Size S,POS 2
2026-05-16 11:33:49,2026-05-16,11,5,Saturday,20,492,2.0,43.98,4.07,0.0,48.05,1 X TicToc/PinkWhiCorset/SizeM + 1 X Lush Dark Blue Satin Top / Size M,POS 2
2026-05-16 11:29:09,2026-05-16,11,5,Saturday,20,491,1.0,23.0,2.13,0.0,25.13,1 X Style U Bright Pink Tube Top / Size L,POS 2
2026-05-15 19:08:54,2026-05-15,19,5,Friday,20,490,2.0,53.98,4.99,0.0,58.97,1 X Madewell Striped Dress/Size 6 + 1 X Reoria SS Top Pink Size L,POS 2
2026-05-15 18:53:57,2026-05-15,18,5,Friday,20,489,1.0,19.99,1.85,0.0,21.84,1 X Turks & Caicos White Cover Up Pants S,POS 2
2026-05-15 18:01:20,2026-05-15,18,5,Friday,20,488,0.0,15.99,1.48,0.0,17.47,1 X BlueSteel/ Multipttrn Crop/ Size M + -1 X Discount,POS 2
2026-05-15 17:55:32,2026-05-15,17,5,Friday,20,487,1.0,24.0,2.22,0.0,26.22,1 X Tennessee Orange Shawl,POS 2
2026-05-15 17:50:50,2026-05-15,17,5,Friday,20,486,3.0,59.97,5.55,0.0,65.52,1 X redbrownVelvetLaceTankTop/SizeS + 1 X LushBlkSheermulticolTop/SizeS + 1 X cynthia rowley/pant/navy/6,POS 2
2026-05-15 17:48:06,2026-05-15,17,5,Friday,20,485,2.0,51.98,4.81,0.0,56.79,1 X kimrogers/bls/flr/ps + 1 X Tahari/MulticolTop/SizeL,POS 2
