datetime,date,hour,month,day_of_week,week_num,receipt_number,total_items,subtotal,sales_tax,total_discount,total,details,register
2026-05-15 17:20:53,2026-05-15,17,5,Friday,20,484,1.0,19.0,1.76,0.0,20.76,1 X Kristin D White LS Buttondown / Size L,POS 2
2026-05-15 17:11:01,2026-05-15,17,5,Friday,20,483,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-15 16:47:21,2026-05-15,16,5,Friday,20,482,3.0,109.96,10.17,0.0,120.13,1 X Lulu's Gold Dress Size S + 1 X Saks/WhiCreamDress/SizeL + 1 X Storia Muted Blush LS Dress / Size S + -1 X Discount + 1 X Brown Dangle Earrings,POS 2
2026-05-15 16:44:58,2026-05-15,16,5,Friday,20,481,1.0,30.99,2.87,0.0,33.86,1 X Delicates Bl Lace Slip/Size S,POS 2
2026-05-15 16:34:42,2026-05-15,16,5,Friday,20,480,4.0,86.96,8.04,0.0,95.0,1 X SilverGemNecklace + 1 X V Italia Colorful Sandals / Size 8.5 + 1 X Harley DavidsonTee Shirt_Hdaf + 1 X Free People Intimately Romper Blue M,POS 2
2026-05-15 16:33:43,2026-05-15,16,5,Friday,20,479,1.0,12.99,1.2,0.0,14.19,1 X Zara/ SqrNck Crop/ Camel/ Size L,POS 2
2026-05-15 16:20:23,2026-05-15,16,5,Friday,20,478,1.0,29.99,2.77,0.0,32.76,1 X reversible sundress/m,POS 2
2026-05-15 15:49:30,2026-05-15,15,5,Friday,20,477,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-15 15:16:50,2026-05-15,15,5,Friday,20,476,3.0,76.48,7.07,0.0,83.55,1 X Mountain Hardware Brown Skirt / Size 10 + 1 X Silver necklace Lt Blue Stone + 1 X Flowers,POS 2
2026-05-15 14:51:16,2026-05-15,14,5,Friday,20,475,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-15 14:09:25,2026-05-15,14,5,Friday,20,474,1.0,37.98,3.51,0.0,41.49,1 X PGA TourSS Top_Iz + 1 X Alexis Bittar Gold Colored Enamel Ring + -1 X Discount,POS 2
2026-05-15 13:56:46,2026-05-15,13,5,Friday,20,473,4.0,203.95,18.87,0.0,222.82,1 X VINTAGE Depeche  Blk PolkaDot Top/ Size 12 + 1 X long sleeve pink striped dress shirt/small + 1 X Vintage Carol Chase LS Blouse 10 + 1 X VintageIsabel/BlueFlowrSwtr/SizeS + 1 X BC Vintage Faux Leather Jacket/Size L/Black + -1 X Discount,POS 2
2026-05-15 13:46:14,2026-05-15,13,5,Friday,20,472,1.0,115.0,10.64,0.0,125.64,1 X silver skull clutch bag,POS 2
2026-05-15 13:18:15,2026-05-15,13,5,Friday,20,471,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-15 13:16:53,2026-05-15,13,5,Friday,20,470,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-15 12:58:05,2026-05-15,12,5,Friday,20,469,1.0,24.99,2.31,0.0,27.3,1 X EmmaJames/PinkFloralSkirt/SizeL,POS 2
2026-05-15 12:56:54,2026-05-15,12,5,Friday,20,468,1.0,25.99,2.4,0.0,28.39,1 X Moon X Madi Pink Smiley Face Sweater / Size M,POS 2
2026-05-15 12:54:56,2026-05-15,12,5,Friday,20,467,1.0,18.99,1.76,0.0,20.75,1 X Divided/RedPolkaDotDress/Size2,POS 2
2026-05-15 12:47:39,2026-05-15,12,5,Friday,20,466,1.0,139.99,12.95,0.0,152.94,1 X NWOT Pink Boots Size 9,POS 2
2026-05-15 12:18:03,2026-05-15,12,5,Friday,20,465,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-14 19:42:16,2026-05-14,19,5,Thursday,20,464,1.0,565.0,52.26,0.0,617.26,1 X Vintage Y2K Baby Pink Coach Soho Shoulder Bag + 1 X Coach Green Purse Leather Handle + -1 X Discount,POS 2
2026-05-14 19:32:34,2026-05-14,19,5,Thursday,20,463,1.0,24.99,2.31,0.0,27.3,1 X J Crew Pink Red Floral Dress / Size 12,POS 2
2026-05-14 18:28:19,2026-05-14,18,5,Thursday,20,462,1.0,24.99,2.31,0.0,27.3,1 X Mondessa/RedFlowerlouse/SizeS,POS 2
2026-05-14 17:39:35,2026-05-14,17,5,Thursday,20,461,2.0,51.98,4.81,0.0,56.79,1 X Unknown Green Dress Size 6 + 1 X GTWUrban/RedDress/SizeM,POS 2
2026-05-14 17:29:32,2026-05-14,17,5,Thursday,20,460,2.0,85.98,7.95,0.0,93.93,1 X ClothXStone/GrnJumpsuit/SizeXS + 1 X Vintage Grey Vest Size S,POS 2
2026-05-14 14:19:48,2026-05-14,14,5,Thursday,20,459,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-14 13:58:10,2026-05-14,13,5,Thursday,20,458,1.0,22.5,2.08,0.0,24.58,1 X Flowers,POS 2
2026-05-14 13:49:46,2026-05-14,13,5,Thursday,20,457,1.0,49.98,4.62,0.0,54.6,1 X Miami Burgundy Dress Size XS + 1 X Jen 7 Straight Black Jeans / Size 4 + -1 X Discount,POS 2
2026-05-14 13:13:14,2026-05-14,13,5,Thursday,20,456,0.0,20.99,1.94,0.0,22.93,1 X Tahari Tan Dress Size S + -1 X Discount,POS 2
2026-05-14 13:11:05,2026-05-14,13,5,Thursday,20,455,1.0,19.99,1.85,0.0,21.84,1 X Green Stone Earings,POS 2
2026-05-14 12:59:10,2026-05-14,12,5,Thursday,20,454,2.0,39.0,3.61,0.0,42.61,1 X Madewell Blue Skirt Size 0 + 1 X Andrea Jovine Black/Fish Dress 6,POS 2
2026-05-14 12:56:10,2026-05-14,12,5,Thursday,20,453,1.0,21.99,2.03,0.0,24.02,1 X UltraPink/Blk&WhiTop/SizeS,POS 2
2026-05-14 12:22:50,2026-05-14,12,5,Thursday,20,452,1.0,26.99,2.5,0.0,29.49,1 X Fantastic F Blush LS Dress / Size M,POS 2
2026-05-13 18:39:56,2026-05-13,18,5,Wednesday,20,451,1.0,44.99,4.16,0.0,49.15,1 X NicoleLee/GreenSequinflowerPurse,POS 2
2026-05-13 18:39:27,2026-05-13,18,5,Wednesday,20,450,1.0,25.99,2.4,0.0,28.39,1 X Angie/BlkPurpFloralHalter/SizeS,POS 2
2026-05-13 17:52:58,2026-05-13,17,5,Wednesday,20,449,3.0,64.97,6.01,0.0,70.98,1 X LRL Green LS / Size XL + 1 X Tribal/BrownSkirt/Size14 + 1 X BlackSkirt/SizeM,POS 2
2026-05-13 17:31:21,2026-05-13,17,5,Wednesday,20,448,1.0,39.99,3.7,0.0,43.69,1 X Green Suede Boots La Canadienne  Size 6 1/2,POS 2
2026-05-13 17:28:32,2026-05-13,17,5,Wednesday,20,447,1.0,35.99,3.33,0.0,39.32,1 X Stella Dot Rhinestone Necklace,POS 2
2026-05-13 15:27:19,2026-05-13,15,5,Wednesday,20,446,3.0,67.97,6.29,0.0,74.26,1 X Yellow Chic Vintage T Shirt Size XL + 1 X Talbots Dark Blue Collared Sleeveless / Size XL + 1 X Apt9/GrnSPotBttnDwn/Size2X,POS 2
2026-05-13 13:58:07,2026-05-13,13,5,Wednesday,20,445,1.0,12.99,1.2,0.0,14.19,1 X Altar'd State Tank Black/Size S,POS 2
2026-05-13 13:53:37,2026-05-13,13,5,Wednesday,20,444,1.0,12.99,1.2,0.0,14.19,1 X Black Leather Belt with Brown Design,POS 2
2026-05-13 13:31:11,2026-05-13,13,5,Wednesday,20,443,1.0,24.99,2.31,0.0,27.3,1 X CreamCircleHatSet,POS 2
2026-05-10 16:13:44,2026-05-10,16,5,Sunday,19,442,1.0,20.99,1.94,0.0,22.93,1 X Moda Int Burgundy LS Top XS,POS 2
2026-05-10 16:13:04,2026-05-10,16,5,Sunday,19,441,1.0,39.99,3.7,0.0,43.69,1 X Slate & Willow Multi-color Dress XS,POS 2
2026-05-10 16:11:24,2026-05-10,16,5,Sunday,19,440,1.0,75.0,6.94,0.0,81.94,1 X Fossil Hobo Handbag,POS 2
2026-05-10 16:05:23,2026-05-10,16,5,Sunday,19,439,2.0,69.98,6.47,0.0,76.45,1 X Gianni Bini Brown Boots 7.5 + 1 X DR 2 Pink Patterned SS Top / Size S,POS 2
2026-05-10 15:14:43,2026-05-10,15,5,Sunday,19,438,2.0,49.98,4.62,0.0,54.6,1 X Love on Yellow Blue Skirt / Size 5 + 1 X OdilleYellow/Black Skirt Size 0,POS 2
2026-05-10 14:59:58,2026-05-10,14,5,Sunday,19,437,1.0,75.99,7.03,0.0,83.02,1 X BDarlin/GrnfloralRuffleDress/Size7/8,POS 2
2026-05-10 14:32:30,2026-05-10,14,5,Sunday,19,436,1.0,79.98,7.4,0.0,87.38,1 X VINTAGE City T Blue Floral Dress / Size L + -1 X Discount + 1 X La Lavon White Floral Dress Size L,POS 2
2026-05-10 14:28:36,2026-05-10,14,5,Sunday,19,435,1.0,25.99,2.4,0.0,28.39,1 X A Beautiful Soul Blush & Black Dress / XL,POS 2
2026-05-10 13:29:24,2026-05-10,13,5,Sunday,19,434,3.0,64.97,6.01,0.0,70.98,1 X Sid & Sandy Peach Plaid LS / Size XXXL + 1 X J Crew Pink SS Blouse / Size 12 + 1 X Red Colorful Striped Belt,POS 2
2026-05-10 13:25:41,2026-05-10,13,5,Sunday,19,433,1.0,24.99,2.31,0.0,27.3,1 X RickieFreeman/GrnPurpFlowerDress,POS 2
2026-05-10 11:53:51,2026-05-10,11,5,Sunday,19,432,1.0,18.99,1.76,0.0,20.75,1 X Franco Sarto Tan Leather Slip Ons / Size 10,POS 2
2026-05-09 20:00:23,2026-05-09,20,5,Saturday,19,431,4.0,86.96,8.04,0.0,95.0,1 X Banana R Cream & Brown Dress / Size 4 + 1 X vintage white halter top/s + 1 X Intuitions/EmbroidedVest/Size6 + 1 X HannaGracie Grey Layered Skirt/Size S,POS 2
2026-05-09 19:57:47,2026-05-09,19,5,Saturday,19,430,4.0,72.96,6.75,0.0,79.71,1 X Blush/ Pattern Top/ Brwn&Crm/ Size S + 1 X BCBG Black & White SL Top / Size S + 1 X SiennaSky/OraPinkFloralTop/SizeS + 1 X J Crew Red Scallop Tank / Size 2,POS 2
2026-05-09 19:19:42,2026-05-09,19,5,Saturday,19,429,2.0,39.98,3.7,0.0,43.68,1 X DogScarf + 1 X Marilyn Pink & Black 2 Piece Sleepwear Set / Size S,POS 2
2026-05-09 18:40:24,2026-05-09,18,5,Saturday,19,428,1.0,32.99,3.05,0.0,36.04,1 X Faux White Crocodile Bag Floral,POS 2
2026-05-09 18:11:01,2026-05-09,18,5,Saturday,19,427,1.0,25.0,2.31,0.0,27.31,1 X NWT M Rena Black Dress M,POS 2
2026-05-09 16:33:28,2026-05-09,16,5,Saturday,19,426,1.0,28.99,2.68,0.0,31.67,1 X BlackSheerdesignTop,POS 2
2026-05-09 16:12:54,2026-05-09,16,5,Saturday,19,425,2.0,32.98,3.05,0.0,36.03,1 X Ralph Lauren Pink Red Polo  / Size L + 1 X Under Armor Camo Baseball Hat,POS 2
2026-05-09 16:03:48,2026-05-09,16,5,Saturday,19,424,1.0,225.0,20.81,0.0,245.81,1 X Coach Erin Leather Shoulder Bag,POS 2
2026-05-09 15:33:47,2026-05-09,15,5,Saturday,19,423,1.0,19.99,1.85,0.0,21.84,1 X Lia Sophia Necklace,POS 2
2026-05-09 15:32:40,2026-05-09,15,5,Saturday,19,422,1.0,20.0,1.85,0.0,21.85,1 X Flowers,POS 2
2026-05-09 15:31:35,2026-05-09,15,5,Saturday,19,421,2.0,58.98,5.46,0.0,64.44,1 X VINTAGE Yellow Dress Embrodiered + 1 X Ann Taylor White SL Long Dress / Size 6,POS 2
2026-05-09 14:01:53,2026-05-09,14,5,Saturday,19,420,2.0,46.98,4.35,0.0,51.33,1 X nanette lepore knit skirt/M + 1 X Jcrew/Blk&WhiSkirt/Size8,POS 2
2026-05-09 12:40:04,2026-05-09,12,5,Saturday,19,419,3.0,96.98,8.97,0.0,105.95,1 X Red Front-Tie Satin Slip + 1 X Flat White Cardigan OSFM + 1 X Freyrs/LightSunglasseswCase,POS 2
2026-05-09 12:32:12,2026-05-09,12,5,Saturday,19,418,4.0,80.0,7.4,0.0,87.4,4 X Flowers,POS 2
2026-05-09 11:57:53,2026-05-09,11,5,Saturday,19,417,19.0,675.83,62.51,0.0,738.34,1 X Nic & Zoe Beige LS Top Size L + 1 X Talbots Yellow Suit Set / Size 4 + 1 X Liz C Black Leather Belt / Size Medium + 1 X Mina Self Beige Collared Vest Top / Size L + 1 X String/Gold Necklace + 1 X Tommy Bahama Silver Belt / Size XS + 1 X Delicates Camisole Green Size S + 1 X MorganT/FloralMeshIntDress/SizeP + 1 X Zara Multicolor Skirt M + 1 X Miss Cocoa Salmon Halter Top Metal / Size M + 1 X Jaipur/GrnBlkPrintFlareBlouse/SizeM + 1 X LaMode/MulticolSwtrVest/SizeXL + 1 X Dressbarn Black Sleeveless Top S + 1 X Chaps Sleeveless Vest Black L + 1 X Moda Intl Black Halter + 1 X HarloweXG/RedBlkLaceTop/SizeM + 1 X VINTAGE Cream Pink Blue Sheer Dress / Size S + 1 X vintage pink sweater dress with belt/9 + 1 X Coach Apple Green Suede Hobo Bag,POS 2
2026-05-09 11:42:40,2026-05-09,11,5,Saturday,19,416,1.0,13.99,1.29,0.0,15.28,1 X Runway/WhiteShawl/SizeS/M,POS 2
2026-05-08 19:50:54,2026-05-08,19,5,Friday,19,415,1.0,20.0,1.85,0.0,21.85,1 X Flowers,POS 2
2026-05-08 19:13:23,2026-05-08,19,5,Friday,19,414,1.0,68.99,6.38,0.0,75.37,1 X Patricia Nash Brown Purse,POS 2
2026-05-08 19:11:50,2026-05-08,19,5,Friday,19,413,1.0,18.0,1.67,0.0,19.67,1 X FP Blue Floral Sheer Blouse / Size XS,POS 2
2026-05-08 16:44:32,2026-05-08,16,5,Friday,19,412,1.0,35.99,3.33,0.0,39.32,1 X nanette lepore colorful skirt/10,POS 2
2026-05-08 13:32:36,2026-05-08,13,5,Friday,19,411,1.0,32.99,3.05,0.0,36.04,1 X ChrisXBanks/BwnBttnDwnVest/SizeL,POS 2
2026-05-08 12:13:47,2026-05-08,12,5,Friday,19,410,1.0,34.99,3.24,0.0,38.23,1 X Lysse NY Pants Brown Size M,POS 2
2026-05-07 20:03:48,2026-05-07,20,5,Thursday,19,409,6.0,153.94,14.24,0.0,168.18,1 X AnnT/BlkGreyPant/Size4 + 1 X amo floral blouse/xs + 1 X Zara Green Dress Size S + 1 X Threads 91 Vols Windbreaker S + 1 X Venue Crochet SS Top Cardigan / Size S + 1 X Simply Vera Grey Faux Vest XS,POS 2
2026-05-07 18:19:17,2026-05-07,18,5,Thursday,19,408,3.0,66.97,6.19,0.0,73.16,1 X Steve Madden Pink Floral LS Top / Size L + 1 X PleaseLS Top_Lo + 1 X Solitaire white maxi skirt/M,POS 2
2026-05-07 17:32:00,2026-05-07,17,5,Thursday,19,407,1.0,20.0,1.85,0.0,21.85,1 X Flowers,POS 2
2026-05-07 17:00:36,2026-05-07,17,5,Thursday,19,406,1.0,18.99,1.76,0.0,20.75,1 X Loft Black Cardigan/ Size S,POS 2
2026-05-07 16:33:54,2026-05-07,16,5,Thursday,19,405,1.0,16.99,1.57,0.0,18.56,1 X XtraOrd/GreenHalterTop/SizeM,POS 2
2026-05-07 15:52:11,2026-05-07,15,5,Thursday,19,404,1.0,18.99,1.76,0.0,20.75,1 X Unknown Blaack Sleeveless Top/Size XL,POS 2
2026-05-07 15:05:16,2026-05-07,15,5,Thursday,19,403,1.0,20.0,1.85,0.0,21.85,1 X Flowers,POS 2
2026-05-07 14:56:57,2026-05-07,14,5,Thursday,19,402,2.0,48.98,4.53,0.0,53.51,1 X NanetteL/CreamLaceTop/SizeM + 1 X Helena Fejkova Beige Dress M/L,POS 2
2026-05-07 14:52:00,2026-05-07,14,5,Thursday,19,401,2.0,42.98,3.98,0.0,46.96,1 X TalbotsLS Top_Hy + 1 X George Brown Floral Skirt / Size 4,POS 2
2026-05-07 13:59:32,2026-05-07,13,5,Thursday,19,400,2.0,51.98,4.81,0.0,56.79,1 X JonesNY/ Jean Vest/ Size S + 1 X Fossil Rd Stch Leather/Size S,POS 2
2026-05-07 13:45:38,2026-05-07,13,5,Thursday,19,399,2.0,25.98,2.4,0.0,28.38,1 X Orange Necklace + 1 X VintageYellowenamel,POS 2
2026-05-07 13:20:17,2026-05-07,13,5,Thursday,19,398,1.0,21.99,2.03,0.0,24.02,1 X Soho Girls Hot Pink Lace Back Top / Size Unisize,POS 2
2026-05-07 12:16:05,2026-05-07,12,5,Thursday,19,397,2.0,35.99,3.33,0.0,39.32,1 X mimi chica floral tanktop/m + 1 X Lulus Satin Off White Top / Size S,POS 2
2026-05-06 13:38:29,2026-05-06,13,5,Wednesday,19,396,2.0,39.98,3.7,0.0,43.68,1 X Travelers/FlowerMulticolShirt/Size1 + 1 X Gold Circle Design Necklace,POS 2
2026-05-03 17:07:32,2026-05-03,17,5,Sunday,18,395,1.0,23.0,2.13,0.0,25.13,1 X Maggie Lawrence Black/Grey Vest S,POS 2
2026-05-03 16:42:10,2026-05-03,16,5,Sunday,18,394,1.0,24.99,2.31,0.0,27.3,1 X Pink Lily Jean Skirt Embro / Size S,POS 2
2026-05-03 16:34:06,2026-05-03,16,5,Sunday,18,393,4.0,103.97,9.62,0.0,113.59,1 X A Father's Love Orange Skirt Size S + 1 X Alma Mater Orange & White Chevron / Size M + 1 X J Crew Beige Red Blue Cashmere Sweater / Size M + 1 X Love Tree Faux Fur Hoodie Vest M,POS 2
2026-05-03 16:28:51,2026-05-03,16,5,Sunday,18,392,1.0,35.99,3.33,0.0,39.32,1 X Paper Lacer white longsleeve blouse/s,POS 2
2026-05-03 15:57:07,2026-05-03,15,5,Sunday,18,391,1.0,29.99,2.77,0.0,32.76,1 X Just Fab Lemon Heels / Size 8.5,POS 2
2026-05-03 15:37:50,2026-05-03,15,5,Sunday,18,390,3.0,69.97,6.47,0.0,76.44,1 X Vici/Red&PnkFloralDress/SizeM + 1 X Talbots Tan Heels/Size 11 + 1 X Blue Blush Brown Strapless Dress / Size M,POS 2
2026-05-03 15:20:57,2026-05-03,15,5,Sunday,18,389,2.0,35.98,3.33,0.0,39.31,1 X INC Blue SL Top / Size M + 1 X Ali & Christ Gray SS / Size M,POS 2
2026-05-03 13:53:17,2026-05-03,13,5,Sunday,18,388,1.0,37.99,3.51,0.0,41.5,1 X Free People Red NWT Lace Dress / Size 8,POS 2
2026-05-03 13:15:42,2026-05-03,13,5,Sunday,18,387,1.0,21.99,2.03,0.0,24.02,1 X altard state floral skort /M,POS 2
2026-05-03 13:10:43,2026-05-03,13,5,Sunday,18,386,1.0,18.99,1.76,0.0,20.75,1 X Sim & Sam floral blouse/s,POS 2
2026-05-03 13:09:53,2026-05-03,13,5,Sunday,18,385,1.0,24.99,2.31,0.0,27.3,1 X Loft White Cherry LS Blouse S,POS 2
2026-05-02 19:41:53,2026-05-02,19,5,Saturday,18,384,1.0,79.99,7.4,0.0,87.39,1 X NWTChicos/DenimEmbJacket/Size0,POS 2
2026-05-02 17:55:12,2026-05-02,17,5,Saturday,18,383,1.0,17.99,1.66,0.0,19.65,1 X BCBGenerationSkirt_En,POS 2
2026-05-02 17:47:42,2026-05-02,17,5,Saturday,18,382,1.0,39.99,3.7,0.0,43.69,1 X Banana Rep White Jean Jacket / Size S,POS 2
2026-05-02 17:33:41,2026-05-02,17,5,Saturday,18,381,2.0,117.97,10.91,0.0,128.88,1 X bis Charles Jourdan Heels + 1 X VintageAW/Red&BrwnPurse + 1 X Coca ColaTee Shirt_Le + -1 X Discount,POS 2
2026-05-02 16:26:57,2026-05-02,16,5,Saturday,18,380,2.0,49.98,4.62,0.0,54.6,1 X ASISBCBG Beige Embroid Buttondown / Size S + 1 X Lulus/CreamLaceBttnDress/SizeS,POS 2
2026-05-02 15:50:34,2026-05-02,15,5,Saturday,18,379,7.0,167.94,15.53,0.0,183.47,1 X WallFlower LightWash Jacket/Size S + 1 X Highway Jeans Jacket Size L + 1 X Hudson Gray LS Top Size M + 1 X Jessica S NWT White Sweater w Pink / Size M + 1 X Altard State White Sweater Size M + 1 X WWDDDollyTshirt/SizeM + 1 X Yellow Chic Vintage T Shirt Size S,POS 2
2026-05-02 15:15:24,2026-05-02,15,5,Saturday,18,378,1.0,39.99,3.7,0.0,43.69,1 X CristinaJacket_J,POS 2
2026-05-02 15:14:33,2026-05-02,15,5,Saturday,18,377,2.0,66.98,6.2,0.0,73.18,1 X Harley DavidsonTank Top_HD + 1 X Harley DavidsonTee Shirt_Li,POS 2
2026-05-02 14:42:44,2026-05-02,14,5,Saturday,18,376,1.0,19.99,1.85,0.0,21.84,1 X Altar'd State Pink Cherry Tank Top / Size S,POS 2
2026-05-02 14:29:38,2026-05-02,14,5,Saturday,18,375,1.0,15.99,1.48,0.0,17.47,1 X Chloe & Katie Yellow Skirt / Size L,POS 2
2026-05-02 14:28:42,2026-05-02,14,5,Saturday,18,374,1.0,21.99,2.03,0.0,24.02,1 X Sheer/Maroon/Size S,POS 2
2026-05-02 14:09:29,2026-05-02,14,5,Saturday,18,373,1.0,21.99,2.03,0.0,24.02,1 X Silver w Blue Accent Necklace,POS 2
2026-05-02 14:06:39,2026-05-02,14,5,Saturday,18,372,3.0,61.97,5.73,0.0,67.7,1 X Saywhat/BlackCorset/SizeL + 1 X WHBM Cream Boho Bustier M + 1 X Offline croped workout top/M,POS 2
2026-05-02 14:05:50,2026-05-02,14,5,Saturday,18,371,1.0,79.99,7.4,0.0,87.39,1 X CorralBoots/MarronStudBoots/Size8,POS 2
2026-05-02 13:50:48,2026-05-02,13,5,Saturday,18,370,1.0,14.99,1.39,0.0,16.38,1 X BrwnxGreyCroppedVest/SizeM/L,POS 2
2026-05-02 13:48:46,2026-05-02,13,5,Saturday,18,369,2.0,37.98,3.51,0.0,41.49,1 X Soffe/Blk&WhiStripeUTTop/SizeM + 1 X St Johns Bay Orange Butterfly Shortsleeve / Size S,POS 2
2026-05-02 13:13:36,2026-05-02,13,5,Saturday,18,368,2.0,120.97,11.19,0.0,132.16,1 X B. Right Pink Rose Strapless Dress / Size S + 1 X SincerelyJules/GreenlaceDress/SizeXS + 1 X Paddle & Saddle Brown VINTAGE SL Jumpsuit + -1 X Discount,POS 2
2026-05-02 13:10:09,2026-05-02,13,5,Saturday,18,367,1.0,19.0,1.76,0.0,20.76,1 X Boden Green LS Top 10,POS 2
2026-05-02 13:09:19,2026-05-02,13,5,Saturday,18,366,1.0,24.99,2.31,0.0,27.3,1 X Loft knit tanktop/m,POS 2
2026-05-02 13:04:14,2026-05-02,13,5,Saturday,18,365,2.0,50.98,4.72,0.0,55.7,1 X RalphLauren Pink Tee/Size M + 1 X Coca ColaTee Shirt_Pr,POS 2
2026-05-02 11:50:28,2026-05-02,11,5,Saturday,18,364,0.0,26.99,2.5,0.0,29.49,1 X Griffen Blue Cashmere Sweater / Size M + -1 X Discount,POS 2
2026-05-02 11:14:40,2026-05-02,11,5,Saturday,18,363,1.0,15.99,1.48,0.0,17.47,1 X Margo Paige Clear Purse,POS 2
2026-05-01 20:33:27,2026-05-01,20,5,Friday,18,362,3.0,81.96,7.58,0.0,89.54,1 X Cable Top/ Pink/ Size M + 1 X Maeve Apple Tee / Size Small + 1 X Lou & Grey Multicolor Striped Top / Size M + 1 X Nirvana Band Tshirt / Size S + -1 X Discount,POS 2
2026-05-01 20:15:43,2026-05-01,20,5,Friday,18,361,3.0,87.98,8.14,0.0,96.12,1 X XCVI Green SL Top / Size XS + 1 X Ann Taylor Brown SS Cover Up / Size 2 + 1 X Claudia Strater Green & Gold Dress / Size XL,POS 2
2026-05-01 20:14:11,2026-05-01,20,5,Friday,18,360,5.0,104.95,9.71,0.0,114.66,1 X KennethC/BrownPurse + 1 X KennethC/GreyPurse + 1 X The Limited Beige SL Dress / Size 2 + 1 X Calvin K Gray Silk Tank / Size XS + 1 X Live in the Moment Beige SL Crop Top / Size S,POS 2
2026-05-01 19:59:49,2026-05-01,19,5,Friday,18,359,1.0,15.99,1.48,0.0,17.47,1 X Inc Silver Heels/Size 10,POS 2
2026-05-01 19:29:32,2026-05-01,19,5,Friday,18,358,2.0,22.98,2.13,0.0,25.11,1 X Wild Fable Orange Crop Top/ Size XS + 1 X WildFable/OrangeHalterTop/SizeXS,POS 2
2026-05-01 18:51:01,2026-05-01,18,5,Friday,18,357,2.0,44.98,4.16,0.0,49.14,1 X Ava James Dark Blue Blouse / Size S + 1 X Loft Dark Blue Tank w White Stars / Size M,POS 2
2026-05-01 18:45:09,2026-05-01,18,5,Friday,18,356,1.0,25.99,2.4,0.0,28.39,1 X Kenzie Black SL Dress / Size S,POS 2
2026-05-01 18:38:58,2026-05-01,18,5,Friday,18,355,1.0,17.99,1.66,0.0,19.65,1 X SincerelyJules/WhiCropCoverHoodie/SizeL,POS 2
2026-05-01 18:17:41,2026-05-01,18,5,Friday,18,354,1.0,25.99,2.4,0.0,28.39,1 X unkown/dress/red/m,POS 2
2026-05-01 15:09:45,2026-05-01,15,5,Friday,18,353,2.0,58.98,5.46,0.0,64.44,1 X Adiva White LS Blouse M + 1 X Nautica Blk Loafer/Size 7,POS 2
2026-05-01 14:02:06,2026-05-01,14,5,Friday,18,352,1.0,31.99,2.96,0.0,34.95,1 X Andree Army Green Vest / Size S,POS 2
2026-05-01 13:44:53,2026-05-01,13,5,Friday,18,351,1.0,13.5,1.25,0.0,14.75,1 X Clear Studded Bag,POS 2
2026-05-01 13:24:15,2026-05-01,13,5,Friday,18,350,2.0,57.98,5.36,0.0,63.34,1 X Athleta Navy Pants / Size 4 + 1 X pistola/pant/red/25,POS 2
2026-05-01 12:28:39,2026-05-01,12,5,Friday,18,349,3.0,86.97,8.04,0.0,95.01,1 X Brighton/WeaveShoulderBag + 1 X Banana Rep Red LS Dress / Size M + 1 X Ayla Blk Cropped Shirt/Size M,POS 2
2026-04-30 19:20:16,2026-04-30,19,4,Thursday,18,348,1.0,294.99,27.29,0.0,322.28,1 X Coach/JadeGreyPurse + 1 X pink snakeskin jegging/0 + -1 X Discount,POS 2
2026-04-30 18:27:14,2026-04-30,18,4,Thursday,18,347,5.0,145.94,13.5,0.0,159.44,1 X Freemarket White Floral Top / Size S + 1 X UrbanOut/MulticolSTripeShirt/SizeSp + 1 X House of Harlow Satin Collared Blouse / Size M + 1 X lilisidonio/bls/red/xs + 1 X silk black tank/small + 1 X White & Clear Stone Necklace + -1 X Discount,POS 2
2026-04-30 15:52:45,2026-04-30,15,4,Thursday,18,346,1.0,45.0,4.16,0.0,49.16,1 X VINTAGE Saks 5th Ave Makeup Compact,POS 2
2026-04-30 13:43:01,2026-04-30,13,4,Thursday,18,345,1.0,199.99,18.5,0.0,218.49,1 X Coach Pink Hampton Leather Bag,POS 2
2026-04-30 13:42:17,2026-04-30,13,4,Thursday,18,344,1.0,35.99,3.33,0.0,39.32,1 X Zen Danskin Top/Pant Set S + 1 X RiverIsland/LeafBeadShirt/Size10 + -1 X Discount,POS 2
2026-04-30 12:22:08,2026-04-30,12,4,Thursday,18,343,1.0,12.99,1.2,0.0,14.19,1 X Brown Cutout Design Leather Belt,POS 2
2026-04-29 19:10:05,2026-04-29,19,4,Wednesday,18,342,1.0,35.99,3.33,0.0,39.32,1 X vintage kids green dress/5,POS 2
2026-04-29 19:05:10,2026-04-29,19,4,Wednesday,18,341,1.0,28.99,2.68,0.0,31.67,1 X Vici Hot Pink LS Crop Top / Size S,POS 2
2026-04-29 18:43:00,2026-04-29,18,4,Wednesday,18,340,1.0,20.99,1.94,0.0,22.93,1 X Aeropostale Brown Belt with Beige Stitch,POS 2
